source;target;label
0;1;86.11
0;2;80.19
0;16;36.13
0;25;3.98
1;0;86.11
1;2;5.65
1;25;61.66
2;0;80.19
2;1;5.65
2;15;38.97
2;16;2.18
2;25;16.05
3;10;11.31
3;22;1.09
3;26;17.95
3;28;32.24
4;6;23.39
4;8;77.08
4;17;59.42
5;10;49.31
5;12;29.18
6;4;23.39
6;8;68.11
6;17;69.80
6;19;88.38
6;27;14.48
7;11;84.96
7;20;7.99
7;21;9.85
7;29;12.55
8;4;77.08
8;6;68.11
8;17;83.92
10;3;11.31
10;5;49.31
10;12;17.91
11;7;84.96
11;20;35.45
11;21;63.26
11;29;59.46
12;5;29.18
12;10;17.91
14;29;78.02
15;2;38.97
15;16;75.16
15;18;31.56
15;25;84.18
16;0;36.13
16;2;2.18
16;15;75.16
16;18;39.14
16;25;38.25
17;4;59.42
17;6;69.80
17;8;83.92
18;15;31.56
18;16;39.14
18;19;34.01
19;6;88.38
19;18;34.01
19;27;70.76
20;7;7.99
20;11;35.45
20;21;78.26
21;7;9.85
21;11;63.26
21;20;78.26
21;29;18.30
22;3;1.09
22;26;30.83
22;28;93.31
23;24;18.73
24;23;18.73
25;0;3.98
25;1;61.66
25;2;16.05
25;15;84.18
25;16;38.25
26;3;17.95
26;22;30.83
26;28;81.82
27;6;14.48
27;19;70.76
28;3;32.24
28;22;93.31
28;26;81.82
29;7;12.55
29;11;59.46
29;14;78.02
29;21;18.30
