source;target;label
0;5;2.69
0;14;46.48
0;21;93.23
0;26;56.68
0;27;46.41
0;28;39.02
0;30;54.80
0;66;12.53
0;71;91.89
0;72;16.04
0;74;73.35
0;79;48.74
0;88;63.57
0;91;78.89
0;94;90.42
0;95;56.82
1;4;84.29
1;9;24.99
1;22;43.29
1;36;4.54
1;40;46.78
1;43;61.26
1;46;10.93
1;53;96.35
1;56;58.42
1;69;54.24
1;78;79.14
1;82;1.20
1;83;98.78
1;90;67.63
1;92;69.71
1;98;2.75
2;7;16.29
2;10;3.72
2;11;29.61
2;20;19.21
2;33;30.13
2;38;8.87
2;55;29.94
2;58;60.78
2;65;96.69
2;85;25.47
2;87;81.71
3;12;40.74
3;17;46.09
3;18;72.54
3;24;35.59
3;35;33.28
3;39;93.45
3;44;15.74
3;49;96.37
3;62;75.81
3;64;82.32
3;68;43.53
3;70;49.20
3;80;46.33
4;1;84.29
4;9;22.81
4;22;1.02
4;24;64.27
4;29;7.50
4;35;46.17
4;43;45.36
4;81;19.62
4;82;98.41
4;90;8.96
4;92;77.59
4;93;57.33
4;99;72.00
5;0;2.69
5;14;45.07
5;21;74.26
5;27;67.44
5;37;21.76
5;71;82.01
5;74;89.57
5;91;76.32
5;94;14.77
5;95;8.77
6;21;23.52
6;30;1.00
6;34;49.73
6;72;7.37
6;88;55.02
6;91;19.84
6;94;88.64
7;2;16.29
7;10;36.99
7;11;20.12
7;12;100.99
7;20;68.41
7;38;90.87
7;47;75.01
7;55;25.15
7;58;84.91
7;59;29.19
7;75;21.15
7;85;36.39
7;87;56.18
8;41;28.56
8;63;85.38
8;97;56.24
9;1;24.99
9;4;22.81
9;16;13.49
9;22;78.06
9;29;42.07
9;43;99.73
9;56;39.77
9;69;95.52
9;78;35.88
9;81;39.53
9;82;73.12
9;86;33.32
9;90;14.26
9;92;74.53
9;98;20.07
10;2;3.72
10;7;36.99
10;11;92.68
10;12;6.64
10;20;72.48
10;33;77.62
10;38;67.66
10;47;93.98
10;55;72.82
10;58;46.57
10;75;95.86
10;85;96.48
10;87;55.72
11;2;29.61
