source;target;label
0;23;70.16
0;175;75.39
0;246;45.21
0;285;37.58
0;288;25.44
0;318;84.99
1;70;33.83
1;99;7.05
1;118;21.85
1;202;37.40
1;209;1.36
1;214;87.77
1;221;72.11
1;228;5.62
1;232;60.74
1;321;3.91
1;351;19.46
1;354;41.65
1;358;92.89
1;422;14.79
1;477;62.56
1;494;58.97
2;11;81.49
2;111;89.49
2;124;56.27
2;128;73.24
2;136;61.48
2;148;66.81
2;198;48.17
2;203;79.88
2;280;53.85
2;383;62.97
2;398;31.03
2;459;40.39
3;88;81.66
3;155;46.43
3;278;40.15
3;307;95.32
3;324;61.99
3;368;59.68
3;381;100.79
3;406;21.21
3;420;47.03
3;423;31.04
3;430;36.15
3;468;1.18
4;68;43.67
4;84;86.17
4;200;78.96
4;223;84.56
4;241;75.41
4;308;38.43
4;311;90.77
4;333;69.49
4;394;63.25
4;427;10.22
5;113;82.38
5;123;54.19
5;190;92.58
5;219;13.07
5;225;46.08
5;252;67.91
5;273;2.37
5;313;93.49
5;429;55.54
5;478;10.10
6;22;79.41
6;26;33.45
6;75;63.15
6;95;97.93
6;142;65.97
6;234;79.88
6;238;25.83
6;275;46.54
6;322;92.15
6;338;65.82
6;378;20.52
6;386;83.58
7;57;25.55
7;100;77.30
7;109;68.07
7;121;30.61
7;192;90.62
7;236;14.82
7;251;70.69
7;310;67.17
7;490;47.21
8;230;95.94
8;233;81.94
8;304;30.55
8;382;34.10
8;390;46.32
8;409;70.70
8;416;93.81
8;433;76.59
8;446;30.78
8;485;10.94
9;34;8.12
9;35;29.66
9;103;82.80
9;135;27.69
9;224;91.27
9;243;78.02
9;272;1.30
9;279;56.10
9;281;93.87
9;303;42.70
9;306;96.87
9;332;25.53
9;342;76.85
9;363;50.16
9;389;86.22
9;400;63.25
9;442;89.76
10;134;4.44
10;154;53.03
10;170;23.58
10;171;47.89
10;172;65.32
10;189;16.31
10;206;87.26
10;237;68.02
10;239;76.26
10;250;73.35
10;263;43.46
10;291;37.62
10;323;4.87
10;411;12.95
10;418;61.67
10;425;60.53
10;435;55.37
10;454;27.27
10;458;85.01
10;493;42.85
11;2;81.49
11;124;87.82
11;128;85.48
11;136;27.37
11;148;57.85
11;199;31.97
11;203;70.93
11;398;37.29
11;419;55.32
11;459;15.05
12;16;25.17
12;97;98.79
12;212;62.01
12;230;32.25
12;249;86.51
12;333;75.82
12;353;53.19
12;387;76.17
12;482;58.79
12;485;71.06
13;39;62.12
13;84;7.34
13;127;96.90
13;183;61.85
13;197;34.44
13;217;91.67
13;266;49.45
13;308;96.81
13;417;27.18
13;424;52.78
13;441;56.14
13;471;84.93
14;40;98.73
14;81;87.16
14;157;57.91
14;209;85.86
14;228;34.94
14;271;68.30
14;287;40.90
14;312;14.54
14;334;9.40
14;358;22.42
14;395;2.01
14;399;6.66
14;413;81.18
14;420;92.77
14;447;93.59
14;468;52.05
14;477;92.24
14;491;22.14
15;27;77.15
15;28;92.68
15;32;38.38
15;64;73.93
15;67;92.30
15;115;98.79
15;162;52.66
15;166;80.91
15;204;25.84
15;205;82.48
15;208;58.10
15;211;57.88
15;215;48.10
15;270;81.40
15;289;17.97
15;384;39.53
15;388;69.08
15;449;46.83
15;461;35.98
15;464;7.84
16;12;25.17
16;97;54.96
16;185;100.43
16;212;36.30
16;230;55.01
16;249;37.48
