source;target;label
0;2;21.25
0;4;13.84
0;6;50.90
0;7;83.99
0;12;44.92
0;15;56.30
0;22;29.61
0;26;89.40
0;30;8.10
0;31;73.88
0;35;32.30
0;42;69.38
0;46;77.56
0;47;54.54
0;49;42.87
0;50;59.65
0;54;18.44
0;55;69.09
0;63;43.16
0;64;78.77
0;67;16.81
0;68;74.70
0;70;19.88
0;73;57.81
0;74;17.64
0;77;96.05
0;83;9.89
0;86;97.38
0;88;13.76
0;90;1.61
0;92;100.50
0;94;10.69
0;1;18.50
0;9;66.01
0;13;31.35
0;14;29.50
0;17;42.66
0;18;97.89
0;32;15.27
0;34;34.07
0;36;75.37
0;37;17.33
0;45;7.26
0;51;17.79
0;56;37.24
0;57;86.73
0;58;2.25
0;62;12.75
0;71;34.34
0;81;34.78
0;89;35.51
0;91;83.07
0;95;91.94
0;96;64.43
0;98;92.41
1;0;18.50
1;2;39.78
1;4;88.13
1;6;2.60
1;7;8.61
1;8;43.03
1;10;39.02
1;18;31.97
1;27;55.86
1;31;35.31
1;33;9.73
1;39;43.26
1;42;64.19
1;49;92.80
1;50;38.33
1;57;60.23
1;58;26.68
1;59;91.03
1;64;63.47
1;66;18.96
1;70;69.76
1;72;55.83
1;74;40.70
1;75;28.16
1;81;48.85
1;82;10.73
1;88;17.37
1;9;97.65
1;11;46.76
1;15;38.09
1;19;11.43
1;22;98.55
1;24;10.91
1;25;42.72
1;32;5.64
1;51;10.78
1;55;63.92
1;56;43.93
1;78;25.29
1;80;20.60
1;85;61.91
1;90;24.90
1;93;15.15
1;96;54.45
1;97;55.15
1;98;36.67
2;0;21.25
2;1;39.78
2;4;69.12
2;5;73.94
2;9;26.14
2;18;88.00
2;19;94.68
2;24;11.13
2;27;41.91
2;29;52.30
2;37;13.68
2;42;93.56
2;54;59.39
2;55;87.94
2;57;10.71
2;73;93.80
2;79;65.13
2;80;99.33
2;89;40.70
2;90;39.88
2;92;14.20
2;93;62.76
2;95;98.79
2;98;39.48
2;11;56.92
2;23;3.03
2;28;36.87
2;33;3.71
2;35;6.64
2;38;35.01
2;39;84.05
2;41;4.10
2;46;6.93
2;50;77.38
2;52;90.69
2;53;60.33
2;59;2.37
2;64;5.23
2;68;69.87
2;70;35.71
2;72;3.61
2;78;32.71
2;86;53.87
2;88;12.26
2;96;64.33
2;99;7.19
3;5;18.50
3;6;27.94
3;7;55.38
3;8;52.54
3;11;53.34
3;14;85.10
3;15;29.89
3;16;20.66
3;17;72.30
3;18;80.58
3;20;21.75
3;21;97.45
3;31;65.33
3;32;65.99
3;33;9.75
3;34;62.41
3;39;89.78
3;41;19.45
3;44;9.53
3;45;19.54
3;46;87.84
3;50;99.02
3;51;26.49
3;56;1.04
3;58;94.84
3;61;52.33
3;64;14.23
3;66;95.43
