source;target;label
0;335;19.42
1;387;1.18
1;220;1.16
1;226;2.36
1;258;2.69
1;168;13.71
2;18;16.25
2;431;5.09
3;467;7.63
3;477;4.57
4;144;17.80
4;266;6.25
4;116;18.01
5;135;13.26
5;83;6.21
5;245;10.09
6;264;2.85
7;87;3.67
7;109;3.84
8;215;16.66
9;223;10.73
10;206;17.99
11;153;8.87
11;373;3.88
11;442;4.47
12;456;8.43
12;466;7.08
12;274;12.77
13;144;10.59
13;399;5.44
13;480;8.89
13;41;21.93
14;188;32.05
15;176;3.55
16;156;5.78
17;314;19.78
17;105;22.86
18;417;15.80
18;2;16.25
19;481;32.05
19;413;15.80
19;99;28.08
20;147;11.03
21;134;27.75
22;390;3.13
22;29;1.91
22;84;8.20
23;291;4.38
24;209;4.62
24;474;20.69
25;372;20.55
25;251;28.42
26;287;11.18
26;191;5.25
27;495;8.59
28;435;11.23
28;314;9.36
29;22;1.91
30;403;7.76
30;95;7.67
31;472;16.96
31;488;11.99
31;319;21.85
32;94;33.19
33;117;13.16
34;288;18.54
35;179;3.61
36;457;7.86
36;375;9.26
37;40;6.83
38;111;8.63
38;475;1.30
39;165;16.20
40;151;2.40
40;37;6.83
41;13;21.93
41;423;13.31
42;393;4.91
42;449;11.11
43;292;3.54
43;92;1.98
44;100;8.10
45;454;12.64
45;421;29.54
46;117;22.04
47;456;9.85
47;82;1.20
48;123;4.59
48;127;7.96
48;76;18.78
49;176;9.11
49;201;5.61
50;212;8.38
51;313;2.77
52;221;7.16
52;121;6.69
53;215;1.45
53;110;7.36
53;205;15.36
54;323;4.25
55;79;2.67
55;407;8.30
55;66;9.18
56;66;10.84
56;400;9.57
56;450;13.83
57;63;9.11
58;115;7.14
58;194;6.72
58;325;7.25
59;162;9.09
60;131;14.96
60;415;14.58
61;393;1.75
62;174;21.96
63;100;6.37
63;57;9.11
63;350;16.73
64;344;16.48
65;221;7.15
65;128;6.55
65;272;7.50
66;55;9.18
66;322;8.73
66;56;10.84
67;296;7.45
67;102;6.76
68;448;9.57
68;417;12.56
68;452;23.05
69;361;6.44
69;351;1.65
69;227;4.09
70;121;11.39
70;161;12.05
71;100;10.11
72;248;6.92
72;376;1.15
72;320;9.28
73;91;1.68
73;288;2.97
74;236;12.76
74;284;4.23
74;89;14.04
75;473;9.42
75;348;4.15
76;48;18.78
76;299;6.87
76;113;10.89
77;466;15.68
77;166;13.59
78;97;5.76
79;336;4.86
79;55;2.67
80;282;10.89
80;290;5.61
80;456;7.41
80;440;10.41
81;185;7.22
82;47;1.20
83;5;6.21
84;22;8.20
85;126;2.62
85;464;1.11
85;93;1.13
86;148;21.04
86;455;21.19
86;353;23.69
87;252;8.61
87;7;3.67
87;324;14.77
88;351;2.77
88;344;6.32
89;74;14.04
90;192;23.29
91;181;7.69
91;303;1.23
91;73;1.68
92;43;1.98
92;224;61.77
93;85;1.13
93;305;25.07
94;411;4.83
94;32;33.19
95;30;7.67
96;455;7.00
97;393;11.06
97;78;5.76
98;354;7.21
99;19;28.08
99;444;4.00
99;360;8.99
100;102;10.43
100;63;6.37
100;44;8.10
100;71;10.11
100;393;11.98
101;310;3.70
101;355;1.71
102;67;6.76
102;447;2.39
102;165;7.44
102;100;10.43
103;229;17.75
103;341;11.86
103;255;21.90
104;203;20.36
104;394;18.80
104;180;29.15
105;17;22.86
105;315;46.54
106;142;9.20
106;416;1.92
106;112;9.50
107;399;6.85
107;401;3.36
108;493;3.02
108;219;5.23
109;7;3.84
109;124;13.86
110;53;7.36
111;410;12.76
