source;target;label
0;2;12.23
0;17;11.63
1;15;12.36
2;0;12.23
3;28;11.21
3;29;3.77
4;17;10.71
4;5;1.68
5;12;4.80
5;21;1.72
5;4;1.68
6;22;12.94
7;23;13.40
7;11;8.67
8;23;1.27
9;13;5.20
9;14;1.42
10;13;15.84
11;13;11.58
11;7;8.67
11;12;5.35
11;22;2.80
12;11;5.35
12;5;4.80
13;10;15.84
13;11;11.58
13;24;5.52
13;9;5.20
14;9;1.42
15;1;12.36
15;19;11.03
15;21;4.61
16;17;2.85
17;0;11.63
17;4;10.71
17;16;2.85
18;27;25.00
18;24;19.50
19;15;11.03
20;25;16.74
20;28;7.43
20;22;2.90
21;26;7.56
21;15;4.61
21;5;1.72
22;6;12.94
22;20;2.90
22;11;2.80
23;7;13.40
23;8;1.27
24;18;19.50
24;13;5.52
25;20;16.74
26;21;7.56
27;18;25.00
28;3;11.21
28;20;7.43
29;3;3.77
