source;target;label
0;6;88.69
0;70;47.93
0;85;63.87
0;23;67.09
0;42;34.19
0;17;73.08
0;81;46.33
0;32;72.78
0;62;88.96
0;65;20.22
0;44;34.97
0;94;78.40
0;75;31.12
1;86;59.80
1;57;57.95
1;43;76.62
1;29;58.74
1;95;71.84
1;78;92.50
1;79;51.57
1;63;95.77
2;67;42.43
2;12;19.11
2;66;94.44
2;99;21.36
3;69;2.06
3;99;75.17
3;59;28.82
4;53;37.52
4;71;70.12
4;48;25.80
4;83;47.65
5;83;81.12
5;51;86.88
5;45;93.73
6;0;88.69
6;99;26.12
6;53;67.84
6;57;46.55
6;44;54.48
7;87;2.71
7;43;28.37
7;94;93.46
7;12;8.46
7;13;13.77
8;90;59.78
8;67;6.80
8;83;87.23
8;14;26.42
9;58;68.84
9;13;79.22
9;53;37.68
9;77;39.06
9;59;28.19
9;29;89.10
9;37;54.94
10;19;9.19
10;23;1.22
10;99;77.42
10;30;2.44
10;47;24.18
10;64;16.85
10;83;66.00
11;77;66.00
11;35;52.18
11;58;91.72
11;41;96.18
12;52;37.46
12;2;19.11
12;49;97.67
12;65;3.88
12;72;24.20
12;7;8.46
12;37;13.26
12;50;38.82
12;58;19.45
13;9;79.22
13;52;82.89
13;7;13.77
13;51;23.35
13;84;42.48
14;82;61.83
14;39;7.86
14;8;26.42
15;72;76.58
15;79;36.49
15;53;91.48
15;38;31.07
15;52;20.30
15;42;68.94
16;62;33.67
16;44;64.38
16;82;63.84
16;58;99.09
17;39;51.37
17;88;31.44
17;0;73.08
17;82;8.19
17;79;45.86
17;52;11.05
18;91;57.60
18;66;57.71
18;27;66.16
18;71;30.03
19;10;9.19
19;88;94.36
19;93;63.25
19;62;47.82
20;99;26.19
20;81;37.40
20;97;61.01
21;80;79.25
21;77;12.69
21;58;95.39
21;32;26.39
21;65;2.07
22;28;93.73
22;74;80.53
22;53;57.98
23;10;1.22
23;0;67.09
23;68;61.29
23;43;20.91
24;39;21.15
24;36;43.21
24;26;43.05
24;83;63.77
24;50;41.87
25;37;34.31
25;65;29.61
25;28;33.32
25;63;17.17
25;98;80.82
26;65;7.83
26;91;72.53
26;64;80.77
26;24;43.05
