source;target;label
0;61;63.43
0;78;56.54
0;97;70.89
0;137;77.39
0;282;71.72
0;287;91.67
0;335;19.42
0;381;34.00
0;382;55.05
0;440;43.75
0;464;68.29
1;23;28.53
1;36;46.12
1;168;13.71
1;175;27.51
1;183;89.77
1;186;97.15
1;188;41.11
1;220;1.16
1;222;47.91
1;226;2.36
1;228;18.40
1;232;90.21
1;258;2.69
1;271;60.39
1;375;98.20
1;387;1.18
2;18;16.25
2;45;97.30
2;138;92.73
2;338;48.09
2;367;93.76
2;368;14.61
2;421;58.81
2;424;62.41
2;431;5.09
2;454;62.23
3;8;73.29
3;37;93.06
3;42;57.21
3;44;61.03
3;53;29.33
3;63;87.02
3;100;48.01
3;110;16.34
3;122;26.32
3;171;90.08
3;215;19.85
3;217;70.35
3;328;83.53
3;350;96.62
3;378;83.90
3;393;38.43
3;449;80.74
3;467;7.63
3;477;4.57
4;103;62.90
4;116;18.01
4;131;26.95
4;144;17.80
4;184;95.85
4;229;90.95
4;255;37.11
4;266;6.25
4;341;92.27
4;352;97.94
4;384;48.26
4;423;70.16
4;451;54.40
4;484;31.56
5;83;6.21
5;135;13.26
5;190;18.70
5;196;57.43
5;235;79.16
5;245;10.09
5;306;18.07
5;388;50.85
5;493;16.32
6;27;32.74
6;151;83.58
6;163;44.03
6;193;86.40
6;207;93.50
6;210;72.36
6;239;34.86
6;254;59.07
6;264;2.85
6;339;21.36
6;346;21.82
6;362;88.18
6;379;51.56
6;430;30.15
6;434;59.32
6;446;92.13
6;470;100.28
7;17;70.32
7;28;72.48
7;87;3.67
7;105;100.45
7;109;3.84
7;119;31.10
7;124;79.24
7;147;76.10
7;252;68.25
7;326;58.95
7;411;16.11
7;435;67.95
8;3;73.29
8;37;52.57
8;42;46.26
8;44;24.62
8;53;78.23
8;63;44.73
8;100;40.87
8;110;42.29
8;122;57.57
8;171;78.50
8;215;16.66
8;217;56.84
8;328;43.72
8;350;46.06
8;378;56.56
8;393;25.84
8;449;96.02
8;477;70.78
9;51;42.05
9;84;42.21
9;167;69.06
9;191;54.24
9;223;10.73
9;253;96.94
9;308;34.64
9;327;21.15
9;340;29.60
9;408;32.76
9;412;91.65
9;428;86.45
9;459;32.54
9;487;66.15
10;11;100.51
10;47;60.04
10;80;87.80
10;85;78.89
10;93;40.73
10;132;86.14
10;135;93.39
10;153;44.66
10;206;17.99
10;242;86.86
10;305;46.79
10;456;61.82
11;10;100.51
11;12;40.92
11;47;42.31
11;93;98.92
11;153;8.87
11;166;46.29
11;179;93.47
11;206;81.87
11;242;25.84
11;274;76.58
11;278;98.04
11;302;94.67
11;309;51.65
11;373;3.88
11;442;4.47
11;456;42.40
11;466;15.45
11;478;50.16
12;11;40.92
12;80;34.83
12;93;49.80
12;153;87.90
12;206;75.45
12;242;83.34
12;274;12.77
12;305;47.57
12;347;92.85
12;440;43.96
12;456;8.43
12;466;7.08
13;41;21.93
13;107;78.10
13;114;57.68
13;120;73.73
13;144;10.59
13;149;21.16
13;155;22.97
13;311;90.20
13;322;39.60
13;399;5.44
13;401;28.36
13;433;12.46
13;453;73.74
13;465;46.12
13;480;8.89
14;113;33.82
14;114;38.65
14;160;97.00
14;188;32.05
14;214;56.93
14;220;83.63
14;225;32.85
14;226;85.45
14;258;48.79
14;387;37.16
14;415;56.81
14;427;91.36
15;49;87.79
15;52;74.06
15;54;62.54
15;65;91.80
15;121;26.11
15;161;91.06
15;176;3.55
15;201;45.62
15;209;46.51
15;221;31.13
15;439;34.99
15;474;92.85
16;136;87.65
16;156;5.78
16;177;96.58
16;256;71.23
16;317;49.14
16;367;39.46
16;424;100.16
16;431;14.49
16;462;64.20
16;497;100.38
17;7;70.32
17;28;69.48
17;105;22.86
17;109;45.55
17;195;88.10
17;252;55.98
17;269;72.50
17;301;68.54
17;314;19.78
17;432;20.02
17;435;22.39
18;2;16.25
18;45;54.39
