source;target;label
0;7;1.55
1;424;2.97
2;483;1.64
3;436;2.39
3;314;1.95
4;70;1.10
5;24;2.41
5;491;2.11
5;323;1.57
5;354;1.33
6;461;1.13
7;59;2.31
7;0;1.55
8;154;5.25
9;185;3.59
9;311;1.91
9;497;1.69
10;86;2.21
10;381;1.90
10;425;1.59
10;426;1.11
11;313;3.09
12;350;2.81
12;59;1.95
12;496;1.91
13;283;3.91
13;291;2.34
14;79;4.41
14;135;3.23
14;54;1.68
15;150;2.06
15;186;1.89
16;24;1.42
17;81;3.11
18;434;2.94
18;255;2.78
18;309;2.48
19;77;4.01
20;464;1.42
21;344;1.45
22;236;3.19
22;305;2.24
22;27;2.21
22;459;2.15
23;326;2.18
24;5;2.41
24;16;1.42
25;498;3.22
25;294;2.17
25;91;2.01
25;34;1.25
26;301;2.12
26;99;1.67
27;116;3.50
27;22;2.21
27;263;1.84
28;108;3.55
29;31;3.25
30;478;3.45
30;107;1.73
30;65;1.39
31;117;3.49
31;310;3.35
31;29;3.25
32;499;2.71
33;168;3.24
34;214;3.23
34;25;1.25
35;443;4.63
36;62;2.36
36;492;1.43
37;229;2.14
37;70;1.88
37;344;1.65
38;495;1.89
38;241;1.52
39;229;1.80
40;384;2.92
41;340;1.76
41;213;1.50
42;73;2.53
42;321;1.29
43;192;5.01
44;80;2.76
44;324;1.52
45;303;3.02
46;119;1.60
47;126;2.20
47;296;1.51
47;280;1.29
47;162;1.14
48;372;2.40
48;389;1.55
49;296;1.79
49;424;1.71
50;305;2.48
51;331;2.22
51;333;1.58
52;386;1.66
52;91;1.39
53;425;2.18
53;493;1.71
53;308;1.51
54;14;1.68
54;300;1.33
55;119;2.57
55;268;2.56
55;390;1.95
56;355;3.57
56;390;1.86
57;295;1.07
58;191;1.99
59;380;2.37
59;7;2.31
59;12;1.95
59;396;1.71
59;440;1.36
60;439;1.54
60;403;1.40
61;293;2.14
62;36;2.36
62;198;2.01
62;345;2.01
63;344;2.56
63;75;1.43
64;74;5.05
64;420;3.39
64;173;3.00
64;286;1.46
65;398;2.73
65;181;1.94
65;30;1.39
66;360;4.15
67;280;1.71
68;449;3.22
69;81;3.31
70;203;4.16
70;37;1.88
70;447;1.31
70;4;1.10
71;484;2.68
71;394;1.89
71;105;1.72
71;334;1.68
71;313;1.29
72;391;1.84
73;392;2.64
73;42;2.53
73;484;2.17
73;134;2.16
73;362;1.18
74;64;5.05
74;114;1.24
75;63;1.43
76;128;2.29
77;242;4.10
77;19;4.01
77;194;3.37
78;87;1.29
78;106;1.03
79;14;4.41
80;44;2.76
81;399;3.58
81;69;3.31
81;17;3.11
81;344;1.36
82;124;3.39
83;321;4.20
84;394;1.83
85;137;2.60
85;278;2.06
85;442;1.62
86;10;2.21
87;472;2.43
87;78;1.29
88;212;1.12
89;343;2.16
89;262;1.18
90;224;1.89
90;341;1.37
91;487;2.34
91;192;2.14
91;25;2.01
91;205;1.41
91;52;1.39
91;184;1.32
92;134;2.95
93;124;4.85
94;333;2.02
95;157;1.15
96;492;2.53
97;463;4.87
97;270;4.54
98;199;1.55
99;26;1.67
99;272;1.33
100;438;3.81
100;145;1.64
101;435;2.89
101;285;1.77
101;444;1.56
102;124;2.17
102;458;2.12
103;158;3.28
103;335;2.98
104;184;1.81
105;167;3.23
105;132;2.45
105;71;1.72
106;405;5.58
106;483;1.18
106;78;1.03
107;327;6.03
107;117;2.53
107;30;1.73
107;386;1.09
108;254;3.80
108;28;3.55
109;339;3.96
109;329;3.21
110;237;4.80
111;268;3.28
112;292;1.62
112;440;1.07
113;431;3.46
113;281;2.40
114;74;1.24
115;256;1.89
115;143;1.61
115;189;1.41
116;27;3.50
117;31;3.49
117;107;2.53
117;465;1.23
118;473;3.10
119;55;2.57
119;235;2.41
119;453;1.76
119;46;1.60
120;278;4.31
121;429;3.69
121;474;2.48
121;382;1.81
121;481;1.61
121;284;1.23
122;269;1.91
122;240;1.87
122;418;1.87
123;360;3.32
123;231;2.83
124;93;4.85
124;82;3.39
124;475;2.19
124;102;2.17
124;332;1.03
125;338;2.52
125;142;2.20
125;357;2.20
125;177;1.43
125;182;1.34
126;47;2.20
126;275;2.16
127;442;5.73
128;189;5.33
128;76;2.29
129;412;3.95
129;286;1.63
