source;target;label
0;1;30.03
0;2;85.61
0;3;46.81
0;4;3.41
0;5;24.75
0;6;76.93
0;7;86.86
0;8;37.90
0;9;43.37
0;10;5.41
0;11;2.77
0;13;70.27
1;0;30.03
1;2;81.01
1;3;52.48
1;4;7.10
1;5;62.19
1;6;2.46
1;7;44.02
1;8;92.20
1;9;41.82
1;10;100.45
1;11;72.23
2;0;85.61
2;1;81.01
2;3;30.60
2;4;71.61
2;5;36.06
2;6;82.56
2;7;30.68
2;8;71.51
2;9;61.74
2;10;32.65
2;11;96.18
3;0;46.81
3;1;52.48
3;2;30.60
3;4;99.82
3;5;34.17
3;6;87.81
3;7;28.13
3;8;47.42
3;9;21.70
3;10;90.64
3;11;37.61
3;18;18.95
4;0;3.41
4;1;7.10
4;2;71.61
4;3;99.82
4;5;98.82
4;6;31.33
4;7;8.74
4;8;58.93
4;9;99.14
4;10;49.35
4;11;62.68
4;24;30.64
5;0;24.75
5;1;62.19
5;2;36.06
5;3;34.17
5;4;98.82
5;6;67.04
5;7;17.47
5;8;25.43
5;9;70.40
5;10;8.59
5;11;94.55
5;20;94.96
6;0;76.93
6;1;2.46
6;2;82.56
6;3;87.81
6;4;31.33
6;5;67.04
6;7;21.46
6;8;92.38
6;9;84.84
6;10;36.45
6;11;97.80
6;13;92.37
7;0;86.86
7;1;44.02
7;2;30.68
7;3;28.13
7;4;8.74
7;5;17.47
7;6;21.46
7;8;8.54
7;9;8.39
7;10;40.74
7;11;96.23
7;12;70.63
8;0;37.90
8;1;92.20
8;2;71.51
8;3;47.42
8;4;58.93
8;5;25.43
8;6;92.38
8;7;8.54
8;9;36.76
8;10;8.72
8;11;25.32
8;21;13.50
9;0;43.37
9;1;41.82
9;2;61.74
9;3;21.70
9;4;99.14
9;5;70.40
9;6;84.84
9;7;8.39
9;8;36.76
9;10;9.81
9;11;84.34
10;0;5.41
10;1;100.45
10;2;32.65
10;3;90.64
10;4;49.35
10;5;8.59
10;6;36.45
10;7;40.74
10;8;8.72
10;9;9.81
10;11;25.40
10;26;52.25
11;0;2.77
11;1;72.23
11;2;96.18
11;3;37.61
11;4;62.68
11;5;94.55
11;6;97.80
11;7;96.23
11;8;25.32
11;9;84.34
11;10;25.40
11;19;61.62
12;7;70.63
12;13;91.75
12;14;90.51
12;15;21.31
12;16;49.28
12;17;92.16
12;19;77.14
12;21;5.79
12;22;5.10
12;24;65.60
12;29;50.16
13;0;70.27
13;6;92.37
13;12;91.75
13;15;91.72
13;16;63.65
13;18;92.95
13;20;78.04
13;22;45.65
13;29;21.02
14;12;90.51
14;15;24.03
14;16;60.38
14;18;25.84
14;21;83.10
14;22;54.43
14;23;28.10
14;26;34.92
15;12;21.31
15;13;91.72
15;14;24.03
15;17;98.98
15;20;36.98
15;21;3.59
15;22;46.97
15;23;55.92
15;27;21.90
15;28;46.26
16;12;49.28
16;13;63.65
16;14;60.38
16;17;80.82
16;18;32.92
16;20;53.81
16;21;37.55
16;25;45.61
17;12;92.16
17;15;98.98
17;16;80.82
17;18;71.58
17;19;53.74
17;20;78.77
17;22;54.85
17;25;24.88
17;27;79.20
18;3;18.95
18;13;92.95
18;14;25.84
18;16;32.92
18;17;71.58
18;21;84.68
18;23;90.72
18;26;87.11
18;29;86.73
19;11;61.62
19;12;77.14
19;17;53.74
19;20;56.75
19;21;1.82
19;23;91.61
19;24;17.57
19;29;10.59
20;5;94.96
20;13;78.04
20;15;36.98
20;16;53.81
20;17;78.77
20;19;56.75
20;21;34.06
20;23;86.95
20;24;89.64
20;25;14.17
20;28;27.54
21;8;13.50
21;12;5.79
21;14;83.10
21;15;3.59
21;16;37.55
21;18;84.68
21;19;1.82
21;20;34.06
21;23;66.40
21;27;6.58
22;12;5.10
22;13;45.65
22;14;54.43
22;15;46.97
22;17;54.85
22;23;65.66
22;24;59.69
22;27;31.28
23;14;28.10
23;15;55.92
23;18;90.72
23;19;91.61
23;20;86.95
23;21;66.40
23;22;65.66
23;27;88.15
24;4;30.64
24;12;65.60
24;19;17.57
24;20;89.64
24;22;59.69
24;25;2.67
24;26;79.35
25;16;45.61
25;17;24.88
25;20;14.17
25;24;2.67
25;27;13.92
25;28;85.52
26;10;52.25
26;14;34.92
26;18;87.11
26;24;79.35
26;27;88.43
26;28;55.46
27;15;21.90
27;17;79.20
27;21;6.58
27;22;31.28
27;23;88.15
27;25;13.92
27;26;88.43
27;29;72.98
28;15;46.26
28;20;27.54
28;25;85.52
28;26;55.46
28;29;69.34
29;12;50.16
29;13;21.02
29;18;86.73
29;19;10.59
29;27;72.98
29;28;69.34
