source;target;label
0;28;71.60
1;10;80.70
1;12;64.34
1;14;81.16
3;4;14.53
3;10;79.85
3;14;1.57
3;16;57.36
4;3;14.53
4;10;8.39
4;15;73.39
4;29;60.45
5;11;70.70
5;13;94.06
5;21;34.95
5;22;21.21
6;22;98.06
7;23;92.91
7;25;29.72
8;16;96.73
8;17;36.46
8;18;73.62
8;27;85.44
9;19;80.36
9;20;67.26
9;26;15.42
9;27;80.81
10;1;80.70
10;3;79.85
10;4;8.39
10;14;32.75
10;15;54.05
11;5;70.70
11;12;90.68
11;21;46.67
11;22;76.73
12;1;64.34
12;11;90.68
12;14;19.23
12;22;54.38
13;5;94.06
13;21;3.55
14;1;81.16
14;3;1.57
14;10;32.75
14;12;19.23
15;4;73.39
15;10;54.05
15;29;41.57
16;3;57.36
16;8;96.73
16;17;92.41
16;18;33.42
17;8;36.46
17;16;92.41
17;18;52.07
17;27;60.90
18;8;73.62
18;16;33.42
18;17;52.07
18;27;87.56
19;9;80.36
19;24;54.13
19;27;92.47
20;9;67.26
21;5;34.95
21;11;46.67
21;13;3.55
22;5;21.21
22;6;98.06
22;11;76.73
22;12;54.38
23;7;92.91
23;25;82.33
24;19;54.13
25;7;29.72
25;23;82.33
26;9;15.42
27;8;85.44
27;9;80.81
27;17;60.90
27;18;87.56
27;19;92.47
28;0;71.60
29;4;60.45
29;15;41.57
