source;target;label
0;1;64.52
0;2;59.12
0;3;100.52
0;4;69.22
0;5;94.70
0;6;8.61
0;7;48.13
0;8;98.92
0;9;50.01
0;10;33.04
0;11;87.60
0;18;23.20
1;0;64.52
1;2;1.07
1;3;52.20
1;4;70.46
1;5;9.55
1;6;90.69
1;7;27.81
1;8;40.69
1;9;60.83
1;10;56.89
1;11;14.50
1;43;84.39
2;0;59.12
2;1;1.07
2;3;43.20
2;4;64.67
2;5;27.47
2;6;71.70
2;7;8.05
2;8;83.32
2;9;48.33
2;10;57.14
2;11;55.99
2;13;15.41
3;0;100.52
3;1;52.20
3;2;43.20
3;4;10.61
3;5;57.01
3;6;6.60
3;7;43.39
3;8;42.06
3;9;14.75
3;10;18.57
3;11;10.27
3;13;92.06
4;0;69.22
4;1;70.46
4;2;64.67
4;3;10.61
4;5;98.95
4;6;51.13
4;7;91.89
4;8;39.51
4;9;52.11
4;10;70.34
4;11;50.16
4;14;58.89
5;0;94.70
5;1;9.55
5;2;27.47
5;3;57.01
5;4;98.95
5;6;23.24
5;7;81.23
5;8;78.86
5;9;20.54
5;10;72.23
5;11;10.58
5;20;66.65
6;0;8.61
6;1;90.69
6;2;71.70
6;3;6.60
6;4;51.13
6;5;23.24
6;7;14.81
6;8;30.00
6;9;73.86
6;10;5.62
6;11;19.24
6;64;34.62
7;0;48.13
7;1;27.81
7;2;8.05
7;3;43.39
7;4;91.89
7;5;81.23
7;6;14.81
7;8;34.90
7;9;67.79
7;10;72.76
7;11;40.85
7;19;6.96
8;0;98.92
8;1;40.69
8;2;83.32
8;3;42.06
8;4;39.51
8;5;78.86
8;6;30.00
8;7;34.90
8;9;57.02
8;10;81.89
8;11;18.01
8;12;49.93
9;0;50.01
9;1;60.83
9;2;48.33
9;3;14.75
9;4;52.11
9;5;20.54
9;6;73.86
9;7;67.79
9;8;57.02
9;10;19.07
9;11;59.83
9;32;9.71
10;0;33.04
10;1;56.89
10;2;57.14
10;3;18.57
10;4;70.34
10;5;72.23
10;6;5.62
10;7;72.76
10;8;81.89
10;9;19.07
10;11;89.93
10;19;58.90
11;0;87.60
11;1;14.50
11;2;55.99
11;3;10.27
11;4;50.16
11;5;10.58
11;6;19.24
11;7;40.85
11;8;18.01
11;9;59.83
11;10;89.93
11;20;91.38
12;8;49.93
12;13;27.41
12;14;24.78
12;15;70.78
12;17;24.25
12;18;89.94
12;21;81.72
12;22;34.43
12;23;10.23
12;24;100.65
12;27;62.15
12;31;68.09
13;2;15.41
13;3;92.06
13;12;27.41
13;15;58.69
13;16;75.27
13;17;42.17
13;19;58.31
13;20;19.10
13;22;94.41
13;26;97.60
13;39;5.26
13;41;79.40
14;4;58.89
14;12;24.78
14;15;57.21
14;16;87.34
14;17;32.50
14;18;52.67
14;22;54.86
14;24;59.90
14;28;10.20
14;34;25.68
14;39;66.44
14;41;44.57
15;12;70.78
15;13;58.69
15;14;57.21
15;16;32.48
15;19;60.05
15;22;2.99
15;23;50.89
15;25;70.76
15;28;69.07
15;31;90.81
15;52;27.87
16;13;75.27
16;14;87.34
16;15;32.48
16;17;97.69
16;18;41.41
16;19;89.65
16;23;27.90
16;25;39.11
16;26;46.78
16;34;87.56
16;36;79.42
16;44;65.13
17;12;24.25
17;13;42.17
17;14;32.50
17;16;97.69
17;18;37.97
17;22;100.54
17;24;97.00
17;25;75.53
17;26;58.68
17;29;32.17
17;73;47.93
17;82;69.88
18;0;23.20
18;12;89.94
18;14;52.67
18;16;41.41
18;17;37.97
18;21;77.24
18;22;15.96
18;23;50.32
18;25;17.80
18;42;92.53
18;46;71.67
18;47;99.39
19;7;6.96
19;10;58.90
19;13;58.31
19;15;60.05
19;16;89.65
19;20;61.33
19;21;100.48
19;27;55.66
19;30;5.55
19;36;87.77
19;41;66.68
19;42;74.77
20;5;66.65
20;11;91.38
20;13;19.10
20;19;61.33
20;21;81.16
20;23;9.02
20;27;24.30
20;28;63.73
20;35;30.88
20;38;71.19
20;41;4.76
20;49;96.49
21;12;81.72
21;18;77.24
21;19;100.48
21;20;81.16
21;25;84.84
21;27;96.93
21;31;13.37
21;33;13.64
21;35;63.56
21;36;32.33
21;39;81.95
21;44;99.89
22;12;34.43
22;13;94.41
22;14;54.86
22;15;2.99
22;17;100.54
22;18;15.96
22;23;78.80
22;25;29.89
22;30;66.23
22;33;38.48
22;44;55.39
22;45;49.57
23;12;10.23
23;15;50.89
23;16;27.90
23;18;50.32
23;20;9.02
23;22;78.80
23;24;7.04
23;25;2.38
23;30;6.08
23;38;1.23
23;39;41.09
23;40;16.53
24;12;100.65
24;14;59.90
24;17;97.00
24;23;7.04
24;25;3.07
24;26;83.33
24;28;29.95
24;35;39.30
24;36;68.22
24;37;95.14
24;38;73.61
24;50;67.23
25;15;70.76
