source;target;label
0;2;12.23
0;5;47.16
0;11;47.57
0;13;18.16
0;14;56.63
0;20;22.12
0;22;34.69
0;26;80.80
0;8;29.78
0;10;73.29
0;15;17.30
0;17;11.63
0;23;23.70
0;25;88.48
1;2;26.73
1;3;75.64
1;4;86.12
1;7;67.51
1;10;86.88
1;11;56.22
1;14;30.72
1;15;12.36
1;18;29.93
1;19;75.47
1;23;30.50
1;25;38.37
1;13;74.28
1;16;28.96
1;22;56.95
1;24;49.22
1;28;22.10
2;0;12.23
2;1;26.73
2;4;54.19
2;11;70.60
2;18;31.79
2;20;47.30
2;21;48.01
2;22;78.17
2;23;30.17
2;24;74.40
2;28;84.42
2;12;45.79
2;15;52.88
3;1;75.64
3;5;93.57
3;9;61.38
3;12;98.42
3;16;51.52
3;17;17.99
3;18;23.06
3;21;41.33
3;22;85.38
3;24;65.62
3;25;61.83
3;28;11.21
3;14;51.88
3;27;39.83
3;29;3.77
4;1;86.12
4;2;54.19
4;5;1.68
4;7;19.98
4;8;90.34
4;14;20.59
4;17;10.71
4;20;50.82
4;23;59.47
4;26;91.27
4;27;26.08
4;10;27.90
4;12;57.31
4;13;57.41
4;16;98.81
5;0;47.16
5;3;93.57
5;4;1.68
5;6;47.73
5;8;63.77
5;9;77.78
5;15;54.67
5;17;41.05
5;22;25.54
5;23;89.56
5;29;58.58
5;12;4.80
5;21;1.72
5;25;26.49
6;5;47.73
6;15;78.31
6;17;25.07
6;22;12.94
6;27;27.34
6;28;89.97
6;13;63.00
6;16;65.98
6;23;92.23
6;26;30.30
7;1;67.51
7;4;19.98
7;8;56.63
7;9;58.04
7;11;8.67
7;19;28.42
7;20;64.76
7;23;13.40
7;24;74.44
7;28;43.28
7;29;41.25
8;4;90.34
8;5;63.77
8;7;56.63
8;0;29.78
8;10;68.48
8;12;90.39
8;20;92.01
8;21;82.29
8;23;1.27
8;28;82.36
8;9;79.32
8;11;33.06
8;13;95.54
8;17;38.76
8;18;27.95
8;19;75.30
8;25;41.36
8;26;17.79
9;3;61.38
9;5;77.78
9;7;58.04
9;8;79.32
9;11;66.74
9;18;42.70
9;19;99.40
9;21;86.83
9;22;54.03
9;23;27.01
9;29;98.64
9;13;5.20
9;14;1.42
9;20;44.86
9;25;94.36
10;1;86.88
10;8;68.48
10;0;73.29
10;4;27.90
10;12;51.19
10;13;15.84
10;17;32.18
10;22;86.70
10;24;24.49
10;27;96.25
10;29;21.57
10;14;88.62
10;26;25.71
11;0;47.57
11;1;56.22
11;2;70.60
11;7;8.67
11;9;66.74
11;8;33.06
11;12;5.35
11;16;36.11
11;17;36.72
11;19;26.39
11;21;86.56
11;22;2.80
11;27;58.03
11;28;94.82
11;13;11.58
11;25;48.34
12;3;98.42
12;8;90.39
12;10;51.19
