source;target;label
0;156;53.76
0;211;21.73
0;239;19.65
1;103;51.94
1;365;32.64
2;374;46.08
3;428;72.42
4;260;38.54
4;462;15.01
4;424;9.20
5;240;96.30
5;246;61.50
5;242;33.27
6;188;25.12
7;135;22.62
8;206;76.24
8;107;23.44
8;403;10.22
8;342;7.52
10;494;72.09
10;453;44.73
11;245;98.91
11;317;20.93
11;272;12.02
11;367;3.68
11;59;2.42
12;177;68.05
13;383;87.52
14;80;78.68
15;293;46.70
15;397;29.27
15;216;24.01
16;252;48.87
17;395;49.21
17;472;33.05
18;192;41.84
18;157;32.29
18;296;18.27
18;387;8.53
19;461;51.00
20;251;95.12
20;459;52.33
20;82;40.08
21;498;11.90
22;164;6.09
23;85;35.67
24;200;41.02
24;455;21.51
24;424;16.51
25;54;28.32
25;440;7.48
26;171;68.57
27;130;97.95
27;184;28.44
28;50;79.82
28;85;48.85
28;405;23.30
29;293;13.54
30;193;51.28
30;468;26.36
30;301;24.30
31;321;81.19
32;342;6.45
33;425;35.72
33;87;4.77
34;39;44.11
35;162;53.36
35;444;45.75
36;85;42.17
38;42;48.00
38;344;32.67
38;77;27.05
39;442;84.69
39;34;44.11
39;147;35.86
40;422;71.39
40;46;68.12
41;147;22.95
41;144;7.91
42;38;48.00
43;255;37.21
44;325;5.50
45;488;52.99
45;181;40.26
45;146;5.23
46;73;87.35
46;40;68.12
47;224;35.29
48;327;57.18
49;297;6.16
50;28;79.82
50;187;36.61
51;479;80.91
53;117;77.91
53;144;40.89
53;154;34.74
53;98;14.62
53;263;7.14
54;25;28.32
54;265;23.16
55;288;30.80
55;298;25.59
55;228;17.93
56;470;31.38
57;402;14.81
58;283;80.92
59;132;69.43
59;475;40.43
59;11;2.42
60;295;98.87
61;348;28.14
61;480;10.19
62;458;83.45
63;299;42.46
63;211;21.35
63;222;2.42
64;499;52.84
64;263;23.12
64;314;21.04
65;119;54.14
65;396;28.64
66;309;28.99
67;464;47.39
68;243;52.90
69;282;62.76
69;199;55.24
70;175;22.33
71;410;70.70
71;483;39.94
72;231;47.24
72;382;19.91
73;46;87.35
74;182;80.52
74;413;55.72
74;420;22.88
75;467;30.35
75;115;12.21
75;259;11.34
76;91;31.50
77;493;73.69
77;171;33.69
77;38;27.05
77;218;11.03
79;332;51.13
80;14;78.68
80;138;71.93
80;197;24.18
81;283;67.26
82;348;48.49
82;20;40.08
82;368;21.82
83;338;78.38
