source;target;label
0;9;14.52
0;23;5.04
1;16;33.33
1;12;8.67
2;4;72.87
2;15;26.03
2;26;2.19
3;16;27.71
3;11;22.01
4;2;72.87
5;18;29.97
6;19;38.91
7;14;72.96
8;27;70.19
9;29;29.63
9;0;14.52
9;14;10.38
9;17;5.46
11;25;49.76
11;3;22.01
12;15;31.45
12;24;23.62
12;1;8.67
12;29;3.66
13;17;23.94
14;7;72.96
14;9;10.38
15;12;31.45
15;2;26.03
16;20;50.45
16;1;33.33
16;3;27.71
17;13;23.94
17;9;5.46
18;5;29.97
18;28;25.41
19;6;38.91
19;26;2.44
20;16;50.45
23;0;5.04
24;12;23.62
25;11;49.76
26;27;48.56
26;28;18.99
26;19;2.44
26;2;2.19
27;8;70.19
27;26;48.56
28;18;25.41
28;26;18.99
29;9;29.63
29;12;3.66
