source;target;label
0;2;58.78
0;3;72.15
0;10;40.92
0;22;87.97
0;25;31.06
0;34;54.60
0;51;78.55
0;55;33.52
0;59;47.08
0;70;39.09
0;72;85.03
0;74;11.38
0;83;79.70
0;96;15.10
0;119;3.64
0;133;13.50
0;144;50.35
0;170;18.43
0;181;35.37
0;191;91.87
0;196;55.02
0;199;39.68
0;205;70.68
0;223;47.05
0;239;35.16
0;245;17.02
0;246;36.38
0;247;81.15
0;252;82.48
0;261;5.42
0;269;42.81
0;291;48.08
0;302;38.32
0;314;80.71
0;315;8.78
0;317;32.49
0;327;85.43
0;329;93.50
0;335;49.14
0;340;28.82
0;361;32.95
0;382;35.45
0;389;32.71
0;390;71.62
0;404;63.60
0;430;18.33
0;460;57.64
0;469;89.45
0;470;46.50
0;477;94.84
0;478;45.09
0;480;15.85
0;487;18.37
0;493;69.55
0;495;22.50
0;497;93.03
0;7;1.55
0;13;58.09
0;15;53.23
0;24;46.61
0;53;57.99
0;97;53.14
0;102;70.63
0;136;93.07
0;142;75.03
0;157;47.13
0;158;91.53
0;169;65.32
0;211;41.02
0;219;42.97
0;220;16.61
0;221;6.60
0;222;96.60
0;306;56.78
0;345;73.30
0;348;87.88
0;366;41.04
0;374;79.30
0;376;20.60
0;386;49.99
0;399;31.85
0;424;16.73
0;433;14.63
0;439;57.65
0;445;41.02
0;449;75.25
0;451;28.66
0;454;80.40
0;464;21.06
0;481;89.24
0;483;32.24
1;26;82.14
1;79;90.42
1;81;17.84
1;99;59.91
1;100;10.26
1;121;69.21
1;123;51.29
1;156;42.37
1;160;23.45
1;164;83.29
1;185;74.77
1;197;30.04
1;216;87.39
1;218;7.96
1;230;35.09
1;286;12.48
1;291;97.48
1;335;40.52
1;336;43.38
1;346;25.53
1;347;58.38
1;352;75.29
1;359;25.76
1;375;42.86
1;389;62.10
1;404;4.50
1;424;2.97
1;427;68.12
1;441;57.75
1;449;83.41
1;450;39.98
1;452;80.07
1;471;99.27
1;473;79.38
1;484;56.99
1;490;33.93
1;492;90.55
1;9;70.92
1;11;34.45
1;16;89.16
1;23;21.18
1;33;75.09
1;36;76.27
1;49;16.74
1;52;100.88
1;63;59.50
1;70;18.01
1;72;36.53
1;80;55.57
1;89;38.34
1;93;79.67
1;102;49.79
1;107;44.00
1;137;61.32
1;140;66.24
1;145;60.59
1;147;90.26
1;150;78.89
1;155;13.62
1;165;25.65
1;166;4.51
1;171;7.41
1;180;62.30
1;201;31.95
1;241;81.92
1;246;24.11
1;248;16.54
1;257;78.55
1;265;28.25
1;269;93.00
1;274;13.02
1;283;30.24
1;297;59.24
1;308;60.27
1;321;79.86
1;323;18.67
1;327;60.57
1;331;60.50
1;332;13.79
1;355;89.48
1;358;75.57
1;363;43.51
1;372;41.72
1;388;32.79
1;405;8.27
1;406;65.62
1;410;61.36
1;426;88.88
1;435;91.03
1;437;88.94
1;439;74.70
1;489;90.78
1;496;68.17
2;0;58.78
2;8;97.60
2;25;38.21
2;33;91.17
2;48;89.27
2;50;70.81
2;55;54.01
2;74;22.41
2;94;89.61
2;97;49.06
2;108;17.32
2;110;55.20
2;113;58.83
2;143;92.26
2;168;17.40
2;169;53.92
2;174;63.49
2;197;56.26
2;215;61.31
2;236;75.06
2;238;94.39
2;257;7.56
2;262;53.11
2;300;18.69
2;343;55.57
2;356;55.46
2;372;14.52
2;387;22.32
2;415;97.72
2;431;5.19
2;446;77.23
2;453;81.73
2;456;26.52
2;468;26.11
2;492;12.22
2;7;93.68
2;12;83.59
2;17;85.05
2;31;86.71
2;39;42.10
2;44;6.19
2;45;16.43
2;68;55.38
2;75;90.71
2;78;20.76
2;81;87.75
2;83;99.54
2;85;3.05
2;117;14.94
2;122;72.35
2;163;25.11
2;178;83.82
2;180;62.86
2;183;59.40
2;194;18.15
2;221;24.04
2;244;49.29
2;268;15.24
2;280;35.55
2;292;37.34
2;298;49.60
2;328;60.10
2;352;77.61
2;354;94.30
2;361;74.78
2;367;39.28
2;379;48.92
2;383;97.65
2;403;83.08
2;422;49.10
2;434;64.85
2;449;92.31
2;459;93.39
2;476;24.18
2;483;1.64
2;499;71.29
3;0;72.15
3;5;9.45
3;9;5.21
3;51;20.16
3;57;20.61
3;61;78.17
3;77;83.88
3;90;15.43
3;118;45.16
3;132;60.99
3;140;65.25
3;141;57.46
3;151;30.48
3;155;92.69
3;156;96.95
3;161;92.00
3;169;25.52
3;176;38.55
3;186;89.10
3;187;64.55
3;192;75.86
3;198;37.90
3;199;89.50
3;222;15.44
3;223;97.96
3;257;39.65
3;265;84.31
3;273;69.66
3;290;61.03
3;307;93.86
3;312;66.12
3;325;10.83
3;364;35.13
3;365;62.09
3;371;48.60
3;377;85.74
3;387;71.49
3;402;49.08
3;405;9.67
3;415;33.19
3;416;4.36
3;419;38.32
3;422;13.44
3;427;68.69
3;436;2.39
3;457;34.92
3;462;95.68
3;487;85.41
3;494;51.86
3;6;80.58
3;7;96.79
3;8;50.91
3;14;24.19
3;27;7.67
3;28;91.88
3;32;89.00
3;33;65.81
3;37;41.82
3;54;98.45
3;63;36.58
3;67;49.73
3;69;45.97
3;86;38.73
3;100;56.62
3;116;44.91
3;120;22.67
3;133;95.93
3;137;69.79
3;159;92.37
3;162;55.96
3;163;31.55
3;167;40.05
3;172;24.67
3;181;79.30
3;193;24.28
3;213;12.10
3;302;29.61
3;314;1.95
3;329;50.10
3;330;52.56
3;378;38.14
3;392;12.44
3;401;48.00
3;413;90.67
3;428;11.49
3;453;5.03
3;473;6.02
3;479;89.43
3;482;13.26
3;484;42.52
4;11;58.11
4;16;3.38
4;17;78.50
4;32;77.28
4;40;4.21
4;56;95.47
4;59;33.56
4;70;1.10
4;73;52.85
4;81;92.19
4;87;78.18
4;96;84.16
4;116;38.58
4;147;53.38
4;150;14.32
4;162;93.55
4;164;84.97
4;166;21.25
4;180;95.05
4;195;52.54
4;209;67.93
4;234;91.77
4;243;71.15
4;246;13.20
4;293;83.89
4;302;20.75
4;308;33.24
4;320;67.18
4;328;42.72
4;340;36.68
4;347;82.75
4;356;11.92
4;364;86.03
4;377;83.29
4;379;16.27
4;380;23.00
4;389;78.46
4;393;55.38
4;396;75.06
4;401;57.26
4;411;31.34
4;414;23.65
4;443;93.46
4;463;25.81
4;470;96.27
4;472;66.34
4;480;78.62
4;34;31.24
4;43;9.40
4;53;38.60
4;74;67.45
4;88;59.19
4;97;76.45
4;102;14.16
4;111;36.04
4;113;50.83
4;119;63.12
4;142;27.95
4;183;82.19
4;266;59.87
4;273;95.77
4;275;33.36
4;285;61.67
4;312;15.26
4;326;83.49
4;334;63.20
4;360;35.97
4;378;69.39
4;388;44.03
4;391;49.65
4;394;80.30
4;439;10.09
4;454;53.26
4;492;15.04
5;3;9.45
5;26;8.85
5;40;54.54
5;47;40.83
5;59;92.84
5;64;96.95
5;73;23.39
5;79;23.05
5;82;76.21
5;87;18.96
5;90;14.09
5;95;98.01
5;102;19.91
5;107;74.62
5;109;53.79
5;110;27.91
5;117;40.84
5;136;47.20
5;139;14.53
5;166;98.63
5;170;72.20
5;205;21.94
5;213;15.69
5;222;77.65
5;229;26.72
5;245;94.69
5;269;22.32
5;274;88.14
5;282;15.64
5;302;17.82
5;304;71.70
5;308;78.97
5;309;51.82
5;325;62.47
5;329;25.18
5;330;98.42
5;336;37.62
5;342;24.87
5;347;47.25
5;351;72.85
5;354;1.33
5;360;67.90
5;365;60.09
5;366;50.45
5;373;99.51
5;378;68.61
5;382;7.57
5;408;95.18
5;418;46.63
5;447;37.26
5;450;90.54
5;467;6.20
5;470;68.67
5;473;84.50
5;491;2.11
5;22;93.92
5;24;2.41
5;27;38.88
5;37;100.62
5;54;65.65
5;61;78.58
5;69;59.63
5;92;6.42
5;104;60.97
5;118;33.45
5;122;46.37
5;128;98.44
5;151;29.38
5;152;91.20
5;189;21.11
5;194;16.58
5;238;62.06
5;239;47.09
5;248;46.40
5;252;46.65
5;257;72.65
5;279;60.09
5;287;48.00
5;295;76.36
5;303;72.66
5;313;33.09
5;315;30.35
5;319;62.42
5;323;1.57
5;368;18.39
5;370;8.90
5;384;41.99
5;397;53.33
5;409;36.88
5;440;34.50
5;448;54.61
5;459;87.09
5;461;40.29
5;471;52.02
5;480;14.87
5;481;22.49
6;3;80.58
6;10;77.73
6;11;17.96
6;41;90.68
6;45;97.46
6;56;49.97
6;73;99.68
6;75;97.00
6;79;10.07
6;84;48.10
6;91;93.06
6;92;10.81
6;133;75.01
6;136;76.63
6;139;24.34
6;143;49.52
6;176;100.00
6;184;55.43
6;192;47.40
6;199;32.00
6;219;27.72
6;224;79.73
6;228;7.88
6;262;59.20
6;265;94.90
6;290;92.91
6;307;22.22
6;324;9.53
6;337;31.57
6;344;92.99
6;368;11.35
6;374;43.10
6;383;61.13
6;393;50.26
6;401;36.40
6;414;48.54
6;429;64.07
6;434;61.15
6;442;6.90
6;455;46.34
6;460;37.34
6;461;1.13
6;465;70.64
6;472;83.12
6;487;14.89
6;488;68.26
6;37;49.00
6;55;13.26
6;57;14.86
6;83;28.22
6;86;51.17
6;99;65.68
6;102;44.29
6;107;81.30
6;108;86.83
6;109;36.85
6;153;22.98
6;160;72.67
6;161;97.58
6;166;34.00
6;178;84.86
6;204;58.04
6;206;44.85
6;207;16.60
6;216;77.43
6;223;18.79
6;254;24.08
6;257;48.71
6;266;7.50
6;268;92.87
6;275;23.42
6;300;79.94
6;309;75.22
6;318;50.75
6;320;8.77
6;349;18.63
6;353;97.17
6;354;99.53
6;359;96.52
6;366;47.17
6;381;44.09
6;395;42.24
6;399;70.26
6;415;56.60
6;493;9.30
7;0;1.55
7;2;93.68
7;3;96.79
7;26;54.47
7;29;8.43
7;32;45.10
7;34;79.63
7;41;65.78
7;52;16.18
7;56;33.46
7;59;2.31
7;85;49.72
7;88;96.43
7;109;99.45
7;198;28.52
7;203;32.62
7;208;52.99
7;244;22.60
7;248;67.19
7;274;29.11
7;279;91.31
7;283;61.03
7;284;100.83
7;288;99.95
7;296;71.56
7;316;52.81
7;345;99.69
7;353;6.65
7;361;72.88
7;369;45.81
7;373;19.76
7;385;6.42
7;392;47.94
7;416;11.88
7;423;85.90
7;492;90.87
7;493;82.17
7;497;94.05
7;9;41.99
7;22;22.52
7;57;23.84
7;58;68.67
7;66;96.86
7;76;64.01
7;95;17.48
7;96;78.36
7;101;6.73
7;138;27.01
7;152;56.19
7;153;6.07
7;162;12.94
7;182;89.80
7;193;66.11
7;199;15.99
7;211;96.90
7;217;45.82
7;236;50.33
7;242;82.54
7;246;23.74
7;266;48.80
7;281;48.83
7;285;65.30
7;304;20.35
7;322;14.69
7;330;16.14
7;337;64.79
7;341;74.11
7;368;24.97
7;396;78.88
7;414;11.49
7;430;44.61
7;434;51.94
7;450;11.78
7;460;99.13
7;467;52.03
7;474;92.35
7;487;62.65
8;2;97.60
8;3;50.91
8;15;71.74
8;32;43.19
8;41;52.55
8;42;64.21
8;44;14.11
8;50;39.16
8;56;75.79
8;82;93.84
8;89;74.76
8;116;36.66
8;123;40.15
8;126;81.25
8;145;72.06
8;157;69.58
8;158;84.38
8;181;18.14
8;190;94.90
8;215;36.79
8;230;37.92
8;242;94.36
8;268;11.97
8;281;67.53
8;282;41.51
8;288;70.30
8;297;45.81
8;320;26.86
8;323;45.01
8;331;96.80
8;336;51.53
8;346;59.92
8;352;60.41
8;375;10.69
8;408;63.84
8;439;36.43
8;460;29.61
8;468;66.48
8;489;40.57
8;16;84.11
8;18;38.89
8;29;13.11
8;31;36.12
8;33;93.69
8;35;75.14
8;49;88.04
8;51;83.90
8;52;36.88
8;63;72.27
8;70;80.95
8;72;53.58
8;78;63.63
8;88;40.79
8;93;13.58
8;111;75.67
8;132;35.14
8;137;8.12
8;138;93.64
8;148;93.77
8;154;5.25
8;172;22.78
8;198;26.47
8;209;13.25
8;218;84.19
8;220;91.86
8;267;10.21
8;276;63.76
8;278;6.04
8;284;27.65
8;301;97.78
8;324;82.88
8;329;74.14
8;354;76.89
8;370;82.10
8;385;58.03
8;404;76.80
8;427;93.97
8;441;49.66
8;447;34.88
8;448;50.26
8;462;98.11
9;3;5.21
9;1;70.92
9;7;41.99
9;24;52.07
9;36;11.62
9;39;15.13
9;57;23.67
9;62;65.20
9;76;90.90
9;86;27.96
9;92;32.74
9;100;41.12
9;102;53.38
9;139;70.84
9;145;9.49
9;153;9.27
9;173;50.78
9;193;48.02
9;197;97.13
9;198;50.50
9;199;89.59
9;217;71.24
9;226;69.68
9;243;49.62
9;256;91.70
9;271;92.90
9;298;53.54
9;308;30.69
9;316;72.99
9;355;89.85
9;360;26.49
9;375;92.91
9;377;77.04
9;390;9.75
9;394;25.58
9;408;94.23
9;412;37.19
9;414;66.38
9;424;89.56
9;430;74.98
9;436;17.67
9;458;10.85
9;471;46.22
9;486;74.50
9;497;1.69
9;13;11.53
9;22;30.77
9;27;69.79
9;35;53.20
9;46;47.14
9;67;87.21
9;83;57.35
9;84;77.48
9;87;54.51
9;101;61.65
9;104;6.71
9;105;45.69
9;133;75.62
9;142;43.65
9;155;37.45
9;157;28.33
9;167;16.67
9;175;49.85
9;177;10.22
9;185;3.59
9;196;66.27
9;205;72.65
9;208;76.43
9;246;67.91
9;279;19.41
9;285;35.92
9;311;1.91
9;330;78.21
9;335;19.22
9;339;9.80
9;357;64.68
9;364;97.66
9;365;59.53
9;367;36.71
9;398;28.92
9;413;100.60
9;416;87.80
9;417;12.37
9;434;13.80
9;439;15.68
9;441;10.19
9;446;46.79
9;453;8.35
9;470;51.19
9;479;28.33
9;487;3.03
10;0;40.92
10;6;77.73
10;26;31.72
10;43;51.58
10;50;30.88
10;61;74.17
10;86;2.21
10;91;79.89
10;101;22.14
10;103;12.86
10;146;57.25
10;161;7.46
10;171;94.30
10;175;71.64
10;218;62.22
10;221;19.14
10;229;40.76
10;237;47.63
10;245;56.20
10;251;9.96
10;260;63.60
10;280;50.09
10;282;8.97
10;295;57.59
10;307;49.76
10;313;25.99
10;316;6.00
10;319;3.68
10;333;78.13
10;334;85.08
10;360;34.88
10;368;66.93
10;382;72.09
10;384;63.55
10;388;20.65
10;396;40.78
10;397;30.79
10;398;53.14
10;402;45.46
10;408;99.40
10;412;56.56
10;425;1.59
10;428;93.08
10;432;47.15
10;465;45.28
10;495;58.88
10;496;78.24
10;14;98.71
10;18;22.23
10;20;4.30
10;44;56.82
10;51;69.84
10;68;86.53
10;69;39.44
10;78;63.93
10;93;91.72
10;110;74.28
10;136;73.27
10;143;93.95
10;155;36.25
10;178;62.26
10;198;57.59
10;238;19.12
10;240;53.71
10;268;12.24
10;273;53.15
10;288;41.24
10;289;79.82
10;304;99.21
10;306;19.70
10;314;85.12
10;315;64.63
10;322;76.08
10;326;27.33
10;342;71.50
10;349;12.49
10;381;1.90
10;383;79.96
10;394;52.34
10;413;98.99
10;426;1.11
10;450;27.37
10;464;52.08
10;473;48.91
11;4;58.11
11;6;17.96
11;1;34.45
11;24;27.41
11;32;17.25
11;35;34.56
11;72;16.94
11;78;77.10
11;79;5.04
11;104;7.37
11;131;12.55
11;139;34.23
11;140;95.90
11;152;82.73
11;165;49.17
11;166;32.63
11;200;40.86
11;220;37.42
11;223;78.76
11;227;88.37
11;228;46.66
11;230;52.64
11;243;93.10
11;259;90.14
11;272;87.94
11;284;69.55
11;297;34.80
11;314;35.05
11;317;29.31
11;322;65.87
11;327;63.08
11;331;62.42
11;333;74.85
11;334;44.81
11;341;62.01
11;403;69.05
11;415;63.09
11;454;28.63
11;455;62.08
11;473;86.43
11;481;16.51
11;494;66.42
11;13;70.20
11;16;62.00
11;48;36.48
11;56;97.73
11;71;67.43
11;74;14.89
11;126;6.84
11;145;62.09
11;156;39.18
11;157;29.76
11;170;32.37
11;174;8.39
11;184;48.28
11;195;11.48
11;196;91.93
11;197;37.01
11;217;47.76
11;222;48.18
11;265;30.30
11;313;3.09
11;318;57.32
11;340;20.42
11;352;47.76
11;354;19.71
11;365;95.06
11;370;50.33
11;375;71.74
11;378;26.05
11;390;64.28
11;427;5.96
11;438;11.07
11;478;27.60
11;489;44.35
12;2;83.59
12;13;63.48
12;23;100.09
12;25;72.83
12;31;23.84
12;32;82.59
12;39;37.34
12;47;4.15
12;53;44.51
12;72;68.97
12;76;11.35
12;80;9.38
12;94;95.60
12;122;81.71
12;132;84.72
12;187;4.72
12;192;9.03
12;199;93.32
12;205;77.18
12;211;100.05
12;220;58.50
12;245;25.37
12;247;47.64
12;250;32.90
12;287;57.82
12;288;63.55
12;296;26.36
12;322;9.09
12;329;87.45
12;350;2.81
12;353;89.00
12;365;54.44
12;375;51.79
12;391;85.13
12;396;96.18
12;420;64.94
12;421;84.68
12;424;70.57
12;430;44.80
12;440;40.58
12;441;75.35
12;458;25.61
12;465;89.92
12;496;1.91
12;498;83.34
12;20;21.74
12;28;99.93
12;40;17.91
12;56;46.79
12;57;12.25
12;59;1.95
12;81;18.58
12;89;66.04
12;92;95.22
12;114;59.04
12;116;26.48
12;134;61.80
12;135;76.81
12;138;96.62
12;149;17.51
12;160;65.75
12;177;20.56
12;190;61.30
12;194;13.38
12;201;100.01
12;202;5.57
12;206;52.29
12;208;15.53
12;216;41.84
12;222;19.12
12;227;12.80
12;228;13.46
12;237;49.80
12;256;78.10
12;270;6.88
12;342;39.26
12;344;48.64
12;360;7.29
12;385;35.62
12;390;94.43
12;393;31.36
12;407;2.60
12;408;66.28
12;428;45.19
12;433;39.24
12;442;72.41
12;449;57.10
12;450;68.06
12;454;23.05
12;461;81.35
12;491;61.84
13;12;63.48
13;0;58.09
13;9;11.53
13;11;70.20
13;18;28.78
13;22;72.03
13;32;17.21
13;34;88.42
13;47;94.55
13;56;21.28
13;76;64.21
13;82;68.41
13;127;12.09
13;145;12.56
13;146;93.25
13;156;66.13
13;159;32.05
13;161;88.82
13;166;73.60
13;178;19.12
13;181;24.36
13;207;48.42
13;209;69.38
13;225;55.59
13;226;8.12
13;230;71.74
13;248;8.94
13;252;78.36
13;289;14.95
13;290;59.47
13;299;5.58
13;310;40.01
13;312;15.29
13;320;89.99
13;322;63.94
13;333;59.15
13;341;63.21
13;354;11.28
13;373;28.16
13;386;44.06
13;391;57.57
13;422;31.74
13;449;14.84
13;462;96.43
13;485;74.56
13;493;64.14
13;17;26.91
13;20;65.77
13;23;99.84
13;48;6.51
13;49;62.85
13;66;12.30
13;71;77.47
13;75;15.36
13;86;19.82
13;89;15.61
13;95;97.07
13;96;37.24
13;123;38.93
13;135;34.83
13;160;60.51
13;170;17.36
13;173;56.28
13;186;86.54
13;204;5.48
13;240;96.28
13;250;4.24
13;255;56.64
13;257;14.16
13;262;39.10
13;271;54.24
13;283;3.91
13;291;2.34
13;297;15.51
13;324;4.25
13;340;44.49
13;344;66.74
13;358;63.59
13;359;92.21
13;395;28.93
13;401;66.56
13;423;25.51
13;478;59.99
13;482;36.45
13;491;28.85
13;492;38.85
14;3;24.19
14;10;98.71
14;54;1.68
14;60;14.73
14;74;96.95
14;77;4.02
14;79;4.41
14;82;87.69
14;89;85.94
14;92;25.01
14;107;30.76
14;116;38.61
14;118;70.10
14;121;38.59
14;123;97.13
14;130;51.45
14;135;3.23
14;138;5.16
14;142;74.65
14;148;59.44
14;154;64.84
14;165;33.70
14;170;75.85
14;179;6.38
14;182;32.71
14;218;52.43
14;228;93.70
14;234;74.08
14;250;5.29
14;263;17.28
14;269;27.52
14;278;66.66
14;282;36.44
14;284;70.95
14;290;64.80
14;297;71.55
14;319;99.27
14;335;26.71
14;337;87.53
14;343;36.15
14;345;65.68
14;357;53.24
14;365;36.69
14;368;8.73
14;389;74.31
14;404;79.49
14;409;100.14
14;416;93.01
14;436;60.36
14;459;21.65
14;463;84.98
14;469;56.66
14;479;37.96
14;482;58.58
14;16;98.30
14;24;15.96
14;25;58.28
14;42;46.30
14;51;87.60
14;99;90.95
14;108;14.46
14;134;67.44
14;141;86.04
14;153;88.68
14;210;28.53
14;212;57.33
14;216;66.28
14;255;25.43
14;306;34.72
14;308;34.95
14;332;31.82
14;333;43.54
14;351;68.51
14;359;93.74
14;377;64.88
14;383;12.60
14;385;81.59
14;391;75.26
14;401;5.73
14;403;31.08
14;406;29.10
14;410;56.72
14;413;60.21
14;441;59.89
14;449;17.27
14;466;32.59
14;496;19.07
15;8;71.74
15;0;53.23
15;44;26.52
15;49;57.40
15;52;59.75
15;63;26.01
15;71;35.55
15;75;44.94
15;81;66.12
15;82;49.24
15;98;9.60
15;101;71.44
15;110;93.25
15;116;95.94
15;135;62.85
15;137;81.46
15;140;55.01
15;158;58.38
15;160;79.22
15;162;6.41
15;165;46.31
15;167;96.04
15;178;26.56
15;181;43.21
15;191;28.71
15;193;38.73
15;195;88.98
15;212;96.72
15;225;52.98
15;243;42.63
15;246;40.55
15;251;71.83
15;253;52.46
15;284;43.12
15;290;15.20
15;294;83.57
15;299;55.88
15;300;26.17
15;308;50.21
15;310;52.05
15;320;23.28
15;322;83.66
15;327;93.49
15;330;62.20
15;335;4.52
15;341;26.83
15;342;68.58
15;346;98.41
15;357;56.37
15;378;6.91
15;380;85.46
15;386;8.52
15;393;31.05
15;402;32.49
15;409;70.16
15;412;12.81
15;453;67.03
15;457;78.63
15;460;61.69
15;461;49.43
15;479;70.91
15;481;54.92
15;482;90.89
15;485;39.98
15;494;78.28
15;16;36.45
15;40;12.39
15;57;66.32
15;60;21.10
15;72;64.69
15;113;8.56
15;114;72.66
15;117;9.05
15;120;93.62
15;126;22.02
15;133;46.22
15;146;53.42
15;148;90.72
15;150;2.06
15;157;83.55
15;164;23.24
15;186;1.89
15;198;69.35
15;219;20.09
15;234;25.58
15;271;54.95
15;280;13.64
15;281;85.99
15;282;44.62
15;292;7.01
15;295;39.00
15;305;52.51
15;306;57.35
15;332;38.07
15;334;62.79
15;340;50.19
15;344;67.59
15;365;54.78
15;388;56.09
15;389;72.55
15;390;64.79
15;427;96.80
15;444;85.59
15;448;27.19
15;454;19.04
15;459;31.04
15;465;80.15
16;4;3.38
16;1;89.16
16;8;84.11
16;11;62.00
16;14;98.30
16;15;36.45
16;23;59.97
16;25;69.71
16;31;78.58
16;56;98.56
16;73;57.24
16;79;51.25
16;80;43.65
16;84;19.68
16;93;26.33
16;96;27.24
16;116;4.21
16;125;10.51
16;163;64.77
16;212;70.90
16;216;79.88
16;221;53.65
16;238;55.52
16;241;38.94
16;245;14.40
16;247;31.51
16;248;66.79
16;253;34.45
16;306;97.10
16;309;71.33
16;310;93.06
16;315;44.05
16;316;100.58
16;321;52.67
16;363;46.71
16;371;64.72
16;387;30.32
16;394;66.70
16;406;98.64
16;442;6.52
16;450;66.08
16;458;95.52
16;469;70.51
16;472;68.92
16;473;24.51
16;486;48.81
16;24;1.42
16;33;40.31
16;39;87.95
16;46;54.97
16;48;47.25
16;60;63.17
16;62;25.01
16;67;54.50
16;68;22.47
16;77;40.58
16;78;75.53
16;85;84.49
16;89;60.81
16;127;33.53
16;138;84.31
16;139;74.58
16;149;53.88
16;166;13.39
16;200;46.19
16;209;97.53
16;211;24.94
16;213;88.68
16;214;68.24
16;219;30.07
16;254;8.84
16;261;21.39
16;265;64.05
16;277;83.81
16;284;38.35
16;295;84.34
16;301;69.86
16;322;59.64
16;338;82.38
16;349;88.20
16;386;12.38
16;398;64.54
16;403;42.06
16;433;24.45
16;444;64.35
16;449;4.65
16;455;86.99
16;461;28.90
16;468;95.40
16;481;35.09
16;498;5.79
17;4;78.50
17;2;85.05
17;13;26.91
17;39;69.19
17;80;62.85
17;81;3.11
17;83;52.75
17;96;99.41
17;120;90.13
17;134;69.30
17;141;95.34
17;143;5.03
17;156;48.74
17;160;28.87
17;162;6.26
17;164;82.15
17;180;94.01
17;188;83.98
17;198;98.02
17;219;56.67
17;221;4.33
17;225;37.43
17;227;68.03
17;245;50.65
17;251;39.08
17;273;87.49
17;278;8.00
17;281;46.25
17;283;61.35
17;286;4.60
17;297;32.51
17;338;80.70
17;345;68.22
17;346;61.36
17;348;98.55
17;362;29.58
17;368;33.29
17;379;69.39
17;394;20.54
17;399;100.57
17;404;94.44
17;407;48.57
17;417;33.15
17;418;64.69
17;422;12.86
17;426;17.51
17;432;18.37
17;438;97.93
17;447;88.63
17;465;47.53
17;467;92.36
17;25;92.79
17;31;42.84
17;52;66.72
17;67;42.88
17;79;25.98
17;92;66.65
17;95;35.44
17;115;18.51
17;118;36.49
17;119;93.35
17;128;40.36
17;138;97.41
17;152;76.41
17;175;71.48
17;190;69.83
17;223;5.01
17;256;45.67
17;265;3.94
17;267;40.50
17;271;7.66
17;279;11.83
17;280;71.00
17;287;42.32
17;289;82.43
17;292;45.75
17;316;73.58
17;322;56.91
17;349;52.04
17;353;75.09
17;372;17.20
17;377;83.21
17;405;78.09
17;419;68.82
17;421;6.75
