source;target;label
0;28;71.60
1;12;64.34
3;14;1.57
3;4;14.53
3;16;57.36
4;10;8.39
4;3;14.53
5;22;21.21
5;21;34.95
6;22;98.06
7;25;29.72
8;17;36.46
9;26;15.42
9;20;67.26
9;19;80.36
9;27;80.81
10;4;8.39
10;15;54.05
11;21;46.67
12;14;19.23
12;22;54.38
12;1;64.34
13;21;3.55
14;3;1.57
14;12;19.23
15;29;41.57
15;10;54.05
16;18;33.42
16;3;57.36
17;8;36.46
17;18;52.07
17;27;60.90
18;16;33.42
18;17;52.07
19;24;54.13
19;9;80.36
20;9;67.26
21;13;3.55
21;5;34.95
21;11;46.67
22;5;21.21
22;12;54.38
22;6;98.06
23;25;82.33
24;19;54.13
25;7;29.72
25;23;82.33
26;9;15.42
27;17;60.90
27;9;80.81
28;0;71.60
29;15;41.57
