source;target;label
0;6;8.61
1;2;1.07
1;5;9.55
2;1;1.07
2;7;8.05
3;6;6.60
3;11;10.27
3;4;10.61
3;9;14.75
4;3;10.61
5;1;9.55
5;11;10.58
6;10;5.62
6;3;6.60
6;0;8.61
7;19;6.96
7;2;8.05
8;11;18.01
9;32;9.71
9;3;14.75
10;6;5.62
11;3;10.27
11;5;10.58
11;8;18.01
12;23;10.23
12;17;24.25
13;39;5.26
14;28;10.20
15;22;2.99
16;23;27.90
17;12;24.25
18;22;15.96
18;25;17.80
19;30;5.55
19;7;6.96
20;41;4.76
20;23;9.02
21;31;13.37
21;33;13.64
22;15;2.99
22;18;15.96
23;38;1.23
23;25;2.38
23;30;6.08
23;20;9.02
23;12;10.23
23;16;27.90
24;25;3.07
25;23;2.38
25;24;3.07
25;18;17.80
26;40;2.31
26;61;14.87
27;45;14.77
28;14;10.20
28;38;18.85
29;45;4.43
29;37;4.64
29;31;5.18
30;19;5.55
30;23;6.08
31;29;5.18
31;21;13.37
31;51;31.56
32;57;3.89
32;40;6.05
32;9;9.71
33;21;13.64
33;43;16.17
34;40;5.97
34;89;8.19
34;55;18.37
35;38;3.65
35;49;5.27
36;51;24.26
37;29;4.64
37;54;5.58
38;23;1.23
38;35;3.65
38;39;12.37
38;28;18.85
39;13;5.26
39;48;6.42
39;45;8.75
39;38;12.37
40;26;2.31
40;34;5.97
40;32;6.05
41;20;4.76
42;44;9.06
43;33;16.17
44;45;5.95
44;42;9.06
44;46;11.19
44;69;22.26
45;29;4.43
45;44;5.95
45;39;8.75
45;27;14.77
46;44;11.19
47;55;32.73
48;39;6.42
49;35;5.27
50;60;12.11
51;36;24.26
51;31;31.56
52;68;2.00
53;61;14.91
54;37;5.58
54;74;12.02
55;58;8.74
55;34;18.37
55;47;32.73
56;59;12.77
56;71;18.30
57;59;1.28
57;32;3.89
57;75;14.71
58;55;8.74
59;57;1.28
59;63;3.36
59;56;12.77
59;60;19.94
60;50;12.11
60;59;19.94
61;26;14.87
61;53;14.91
62;65;2.42
62;67;7.25
62;92;17.82
63;59;3.36
63;81;16.93
64;69;23.32
65;62;2.42
66;75;6.10
66;68;11.52
67;75;5.24
67;62;7.25
68;52;2.00
68;72;10.73
68;66;11.52
69;44;22.26
69;64;23.32
70;79;23.39
70;75;26.19
71;56;18.30
72;68;10.73
73;78;1.19
73;83;11.51
73;98;13.05
74;54;12.02
75;67;5.24
75;66;6.10
75;57;14.71
75;70;26.19
76;77;14.58
77;78;3.03
77;76;14.58
77;88;17.00
78;73;1.19
78;77;3.03
79;70;23.39
80;89;3.73
80;96;18.73
80;85;25.31
80;99;26.77
81;63;16.93
81;93;29.29
82;89;14.41
83;90;4.76
83;73;11.51
83;87;19.32
84;86;40.19
85;80;25.31
86;88;12.70
86;84;40.19
87;83;19.32
87;94;22.99
88;86;12.70
88;77;17.00
88;91;18.70
89;80;3.73
89;90;7.68
89;34;8.19
89;82;14.41
90;83;4.76
90;89;7.68
91;88;18.70
92;62;17.82
92;95;23.10
93;81;29.29
94;87;22.99
94;97;23.30
95;92;23.10
96;80;18.73
97;94;23.30
98;73;13.05
99;80;26.77
