1;7;8;9;13;15;16;17;18;23;29;30;31;32;33;35;43;45;53;61;62;63;65;67;72;77;84;88;93;95;96;98;4;11;19;20;27;28;37;40;42;50;54;56;59;66;70;71;75;82;83;91;92;97
2;97
3;97
4;1
5;86
6;97
7;1
8;1
9;1
10;73
11;1
12;73
13;1
14;97
15;1
16;1
17;1
18;1
19;1
20;1
21;73
22;86
23;1
24;86
25;81
26;100
27;1
28;1
29;1
30;1
31;1
32;1
33;1
34;86
35;1
36;97
37;1
38;97
39;97
40;1
41;73
42;1
43;1
44;100
45;1
46;97
47;97
48;97
49;97
50;1
51;97
52;86
53;1
54;1
55;100
56;1
57;97
58;97
59;1
60;97
61;1
62;1
63;1
64;97
65;1
66;1
67;1
68;86
69;86
70;1
71;1
72;1
73;81;12;21;41;10;99
74;97
75;1
76;97
77;1
78;86
79;97
80;86
81;100;25;73
82;1
83;1
84;1
85;97
86;97;5;22;24;52;69;80;34;68;78;89;90;100
87;97
88;1
89;86
90;86
91;1
92;1
93;1
94;97
95;1
96;1
97;1;2;3;14;38;39;46;47;48;49;57;58;64;79;87;94;6;36;51;60;74;76;85;86
98;1
99;73
100;86;26;44;55;81
