1;4;5;9;15;23;35;42;61;64;66;69;72;86;87;95;100;104;114;141;163;170;174;179;183;190;194;205;225;228;239;251;254;256;284;294;299;304;310;326;342;351;360;362;364;367;368;371;385;390;398;399;429;431;432;433;444;452;460;478;481;488;31;40;51;53;62;82;92;94;99;108;126;143;149;154;168;195;196;203;222;232;237;247;267;272;291;302;311;318;321;322;327;346;348;354;376;391;400;455;468;477;482;496
2;23
3;5
4;1;36;45;46;58;109;115;130;135;156;157;186;200;213;219;253;281;312;323;324;329;352;361;370;422;423;430;445;462;476;480;17;43;52;63;79;107;139;140;142;144;146;165;177;184;185;193;209;224;244;245;250;280;286;296;319;343;380;384;407;425;446;469;470;471
5;1;3;14;16;26;37;56;57;76;93;96;127;150;189;199;202;212;214;227;259;263;265;274;277;279;287;320;336;369;374;386;394;408;409;415;424;434;447;451;463;464;472;484;491;22;71;124;134;223;234;240;275;298;303;313;332;335;350;363;366;381;403;404;450;475;499
6;66
7;35
8;15
9;1;19;24;27;49;50;129;161;176;216;226;229;233;246;289;293;301;316;337;347;353;372;490;500;29;55;80;119;123;137;147;206;220;266;328;331;340;344;436;466;485
10;190
11;100
12;42
13;35
14;5
15;1;8;18;59;60;84;117;152;153;191;207;264;273;288;300;349;421;492;25;30;54;112;113;167;192;252;269;270;306;333;377;428;439;456;479;486
16;5
17;4
18;15
19;9
20;69
21;23
22;5
23;1;2;21;47;106;118;131;164;169;197;198;201;208;268;282;309;330;359;379;426;440;448;489;74;81;90;98;120;155;221;257;276;283;292;382;395;396;401;413;414;438
24;9
25;15
26;5
27;9
28;163
29;9
30;15
31;1
32;35
33;86
34;61
35;1;7;13;32;68;70;173;231;242;255;389;393;402;410;487;44;48;67;77;83;89;148;160;166;172;180;211;243;271;278;355;437;461;494
36;4
37;5
38;64
39;86
40;1
41;64
42;1;12;103;159;175;204;241;290;373;375;416;473;493;498;105;110;121;217;339;441
43;4
44;35
45;4
46;4
47;23
48;35
49;9
50;9
51;1
52;4
53;1
54;15
55;9
56;5
57;5
58;4
59;15
60;15
61;1;34;75;101;122;187;230;356;420;91;132;145;258;261;297;314;383;406;419;442;458
62;1
63;4
64;1;38;41;102;188;397;405;73;210;248;260;262;341;387;411
65;66
66;1;6;65;128;151;295;315;427;111;158;181;249;457;459;497
67;35
68;35
69;1;20;78;285;358;417;453;465;182;305;483;495
70;35
71;5
72;1;378;443;215;236;357;454
73;64
74;23
75;61
76;5
77;35
78;69
79;4
80;9
81;23
82;1
83;35
84;15
85;194
86;1;39;33;178;388;449;97;125;317;365
87;1;116;418;88;345
88;87
89;35
90;23
91;61
92;1
93;5
94;1
95;1;392;338
96;5
97;86
98;23
99;1
100;1;11;307;162;325
101;61
102;64
103;42
104;1;136
105;42
106;23
107;4
108;1
109;4
110;42
111;66
112;15
113;15
114;1;171;308
115;4
116;87
117;15
118;23
119;9
120;23
121;42
122;61
123;9
124;5
125;86
126;1
127;5
128;66
129;9
130;4
131;23
132;61
133;163
134;5
135;4
136;104
137;9
138;141
139;4
140;4
141;1;138;334
142;4
143;1
144;4
145;61
146;4
147;9
148;35
149;1
150;5
151;66
152;15
153;15
154;1
155;23
156;4
157;4
158;66
159;42
160;35
161;9
162;100
163;1;28;133;238
164;23
165;4
166;35
167;15
168;1
169;23
170;1;218
171;114
172;35
173;35
174;1;474;435
175;42
176;9
177;4
178;86
179;1
180;35
181;66
182;69
183;1;412;467
184;4
185;4
186;4
187;61
188;64
189;5
190;1;10
191;15
192;15
193;4
194;1;85
195;1
196;1
197;23
198;23
199;5
200;4
201;23
202;5
203;1
204;42
205;1;235
206;9
207;15
208;23
209;4
210;64
211;35
212;5
213;4
214;5
215;72
216;9
217;42
218;170
219;4
220;9
221;23
222;1
223;5
224;4
225;1
226;9
227;5
228;1
229;9
230;61
231;35
232;1
233;9
234;5
235;205
236;72
237;1
238;163
239;1
240;5
241;42
242;35
243;35
244;4
245;4
246;9
247;1
248;64
249;66
250;4
251;1
252;15
253;4
254;1
255;35
256;1
257;23
258;61
259;5
260;64
261;61
262;64
263;5
264;15
265;5
266;9
267;1
268;23
269;15
270;15
271;35
272;1
273;15
274;5
275;5
276;23
277;5
278;35
279;5
280;4
281;4
282;23
283;23
284;1
285;69
286;4
287;5
288;15
289;9
290;42
291;1
292;23
293;9
294;1
295;66
296;4
297;61
298;5
299;1
300;15
301;9
302;1
303;5
304;1
305;69
306;15
307;100
308;114
309;23
310;1
311;1
312;4
313;5
314;61
315;66
316;9
317;86
318;1
319;4
320;5
321;1
322;1
323;4
324;4
325;100
326;1
327;1
328;9
329;4
330;23
331;9
332;5
333;15
334;141
335;5
336;5
337;9
338;95
339;42
340;9
341;64
342;1
343;4
344;9
345;87
346;1
347;9
348;1
349;15
350;5
351;1
352;4
353;9
354;1
355;35
356;61
357;72
358;69
359;23
360;1
361;4
362;1
363;5
364;1
365;86
366;5
367;1
368;1
369;5
370;4
371;1
372;9
373;42
374;5
375;42
376;1
377;15
378;72
379;23
380;4
381;5
382;23
383;61
384;4
385;1
386;5
387;64
388;86
389;35
390;1
391;1
392;95
393;35
394;5
395;23
396;23
397;64
398;1
399;1
