1;7;79;107;127;149;185;191;242;281;306;324;408;427;469;479;488;492
2;379
3;142
4;476
5;323
6;457
7;1
8;368
9;480
10;466
11;380
12;228
13;362
14;434
15;495
16;468
17;462
18;380
19;419
20;228
21;65
22;400
23;482
24;445
25;343
26;223
27;473
28;491
29;389
30;482
31;371
32;62
33;489
34;445
35;315
36;412
37;161
38;481
39;258
40;453
41;142
42;323
43;495
44;434
45;387
46;199
47;272
48;433
49;476
50;272
51;436
52;489
53;112
54;363
55;466
56;258
57;216
58;476
59;476
60;486
61;142
62;417;32;184;312;319
63;495
64;363
65;404;21;94;165;230;232;263;344;384;391;443;476
66;419
67;450
68;486
69;429
70;450
71;478
72;482
73;498
74;112
75;492
76;412
77;466
78;380
79;1
80;477
81;434
82;335
83;476
84;460
85;476
86;480
87;445
88;477
89;395
90;493
91;436
92;112
93;494;103;156;158;159;442;448;490;499
94;65
95;419
96;368
97;265
98;336
99;454;141;332;340
100;363
101;265
102;429
103;93
104;228
105;498
106;431
107;1
108;478
109;424
110;272
111;393
112;393;53;74;92;231;244;363
113;371
114;445
115;223
116;124
117;379
118;199
119;493
120;124
121;466
122;311
123;286
124;333;116;120;143;352;396
125;361
126;323
127;1
128;429
129;199
130;449
131;335
132;412
133;495
134;480
135;424
136;315
137;363
138;380
139;315
140;419
141;99
142;458;3;41;61;290;335;464
143;124
144;473
145;500
146;433
147;363
148;481
149;1
150;477
151;497
152;341
153;431
154;482
155;473
156;93
157;429
158;93
159;93
160;395
161;493;37;162;174;181;196;225;249;404
162;161
163;340
164;476
165;65
166;216
167;363
168;457
169;336
170;473
171;468
172;406
173;429
174;161
175;223
176;379
177;485
178;454
179;376
180;429
181;161
182;475
183;395
184;62
185;1
186;485
187;379
188;457
189;500
190;406
191;1
192;450
193;311
194;433
195;311
196;161
197;283
198;371
199;462;46;118;129;284;288;295;432;457
200;379
201;500
202;486
203;429
204;272
205;461
206;495
207;445
208;466
209;492
210;223
211;319
212;376
213;335
214;492
215;468
216;258;57;166;491
217;485
218;438
219;336
220;461
221;457
222;478
223;487;26;115;175;210;247;409
224;319
225;161
226;319
227;311
228;485;12;20;104;229;245;256;296;371
229;228
230;65
231;112
232;65
233;478
234;481
235;438
236;476
237;438
238;492
239;395
240;368
241;437
242;1
243;412
244;112
245;228
246;434
247;223
248;424
249;161
250;461
251;495
252;387
253;376
254;389
255;500
256;228
257;478
258;279;39;56;216
259;449
260;419
261;429
262;453
263;65
264;412
265;431;97;101
266;478
267;379
268;468
269;450
270;285
271;406
272;299;47;50;110;204;303;456;475
273;379
274;371
275;380
276;379
277;400
278;313
279;368;258
280;354
281;1
282;445
283;460;197;330;347;496
284;199
285;453;270
286;489;123;310;331;383;444;461
287;438
288;199
289;354;435;482
290;142
291;457
292;293
293;475;292;395
294;476
295;199
296;228
297;359
298;363
299;412;272
300;486;345;379
301;395
302;492
303;272
304;466
305;406
306;1
307;309
308;419
309;361;307;412
310;286
311;355;122;193;195;227;380
312;62
313;431;278;458
314;323
315;433;35;136;139;350;382;394;420;423;460;493
316;363
317;466
318;389
319;62;211;224;226;446;454
320;438
321;450
322;431
323;445;5;42;126;314;413;449
324;1
325;491
326;387
327;468
328;491
329;363
330;283
331;286
332;99
333;376;124
334;480
335;142;82;131;213;421
336;343;98;169;219;356;369;390;398;463;478
337;387
338;436
339;497
340;99;163;414;440
341;440;152;405;480
342;436
343;450;25;336
344;65
345;300
346;359
347;283
348;387
349;457
350;315
351;473
352;124
353;395
354;395;280;289
355;376;311
356;336
357;400
358;492
359;406;297;346;389
360;473
361;472;125;309
362;485;13;472
363;112;54;64;100;137;147;167;298;316;329;370;424
364;387
365;468
366;449
367;437
368;424;8;96;240;279;494
369;336
370;363
371;228;31;113;198;274;393
372;478
373;396
374;396
375;389
376;461;179;212;253;333;355
377;478
378;492
379;300;2;117;176;187;200;267;273;276;381;386;410;445
380;311;11;18;78;138;275;434
381;379
382;315
383;286
384;65
385;492
386;379
387;473;45;252;326;337;348;364;418;422;453
388;438
389;359;29;254;318;375
390;336
391;65
392;495
393;371;111;112
394;315
395;293;89;160;183;239;301;353;354
396;124;373;374;397;466
397;396
398;336
399;486
400;497;22;277;357;415;483;489
401;477
402;495
403;460
404;161;65
405;341
406;434;172;190;271;305;359
407;466
