0;6;86;79;12
1;2;40
2;6;83;84;1;5
3;20
4;95
5;2;37;74
6;0;2;62
7;44;35
8;95
9;67
10;92
11;91
12;0;80;91;66;96
13;96;38
14;95
15;77
16;92
17;70;93;68
18;91
19;60
20;79;64;67;3
21;44;69;75;54
22;26
23;62;65;24;98;90
24;23;81
25;58
26;79;57;22;58
27;86;52;43;50;70;95
28;86;51;77;71;97
29;90
30;83
31;80;72;82
32;91
33;83
34;92;39
35;7
36;44
37;5
38;13
39;34
40;1
41;94
42;96
43;27
44;79;7;21;36
45;77
46;52
47;50
48;60
49;80
50;27;47
51;28
52;27;46
53;71
54;21
55;84
56;67
57;26
58;26;25
59;83
60;62;19;48
61;91
62;6;73;23;60;92
63;83
64;20
65;23
66;12
67;20;9;56
68;17
69;21
70;27;17
71;28;53
72;31
73;62
74;5
75;21
76;83
77;28;45;15
78;97
79;0;26;44;20
80;12;31;87;88;89;49
81;24
82;31
83;2;94;63;76;33;30;59
84;2;55
85;89
86;0;27;28
87;80
88;80
89;80;85
90;23;29
91;12;32;11;99;18;61
92;62;16;34;10
93;17
94;83;41
95;27;14;8;4
96;12;42;13
97;28;78
98;23
99;91
