0;1;11;14;20;23;27;31;35;38;41;49;53;55;71;72;78;81;87;89;92;98
1;0
2;98
3;79
4;86
5;91
6;97
7;79
8;95
9;95
10;95
11;0
12;80
13;94
14;0
15;86
16;73
17;91
18;80
19;94
20;0
21;86
22;91
23;0
24;73
25;91
26;97
27;0
28;79
29;91
30;91
31;0
32;91
33;86
34;86
35;0
36;95
37;79
38;0
39;79
40;79
41;0
42;97
43;91
44;80
45;99
46;80
47;73
48;80
49;0
50;86
51;97
52;95
53;0
54;91
55;0
56;94
57;91
58;73
59;91
60;79
61;80
62;73
63;94
64;91
65;97
66;91
67;97
68;86
69;98
70;95
71;0
72;0
73;98;16;24;47;58;62;86
74;86
75;91
76;86
77;96
78;0
79;80;3;7;28;37;39;40;60;84
80;99;12;18;44;46;48;61;79
81;0
82;91
83;91
84;79
85;91
86;73;4;15;21;33;34;50;68;74;76;90;94
87;0
88;91
89;0
90;86
91;97;5;17;22;25;29;30;32;43;54;57;59;64;66;75;82;83;85;88;93;96;99
92;0
93;91
94;86;13;19;56;63;95
95;94;8;9;10;36;52;70;97
96;91;77
97;95;6;26;42;51;65;67;91
98;0;2;69;73
99;91;45;80
