0;1;2;3;4;5;6;7;8;9;10;11;22
1;0;18
2;0;13
3;0
4;0
5;0;77
6;0;35
7;0
8;0;16
9;0
10;0;15
11;0;24
12;22;28
13;2;25;33
14;22;23;40
15;10;38
16;8;20;46;62
17;22
18;1;19;29;37
19;18
20;16
21;22;36;52
22;0;12;14;17;21;30;31;42;43;53
23;14
24;11;26
25;13;56
26;24
27;35
28;12
29;18
30;22;39
31;22;51
32;35
33;13;73
34;77
35;6;27;32;44;45
36;21
37;18;54;58;66
38;15
39;30
40;14
41;42
42;22;41;47;55;69
43;22;48;49;72;97
44;35
45;35;68
46;16
47;42
48;43
49;43
50;53
51;31
52;21
53;22;50
54;37
55;42
56;25
57;63
58;37
59;61
60;61
61;77;59;60;64;65;75;85
62;16
63;77;57;70
64;61
65;61
66;37
67;71
68;45
69;42
70;63
71;77;67;79
72;43
73;33;91
74;77;81;87
75;61
76;77;84;88;92;98
77;5;34;61;63;71;74;76;78;80;89;96
78;77;82;83;86
79;71
80;77;90;95
81;74
82;78
83;78
84;76
85;61
86;78
87;74
88;76
89;77;94
90;80
91;73
92;76
93;97
94;89
95;80
96;77;99
97;43;93
98;76
99;96
